outcome,ratio_none_subclass,ratio_clr_subclass,density_none_subclass,ratio_none_cluster,ratio_clr_cluster,density_none_cluster
alpha,0.4466403162055336,0.23221343873517786,0.4130434782608695,0.2996311200536552,0.2357478202548625,0.13322400154350764
theta,0.010869565217391304,0.15415019762845852,0.21478260869565213,0.25130784708249493,0.226056338028169,0.3787703389285485
adhd,0.19960474308300394,0.6007905138339922,0.10695652173913042,0.2165995975855131,0.16770623742454727,0.13270949900315135
asd,0.35474308300395263,0.25395256916996045,0.5913043478260869,0.153252850435949,0.20439302481556,0.232619461058589
epilepsy_rtle,0.2707509881422925,0.07509881422924902,0.25913043478260867,0.19725016767270284,0.2757545271629778,0.31963470319634707
parkinson,0.7252964426877472,0.41699604743083,0.5269565217391303,0.08859825620389,-0.005063715627095908,0.27094990031513283
