branch,n_roi,n_features,n_outcomes,mapping_fraction,mean_oof_r2,min_total_q
ratio_none_cluster,105,71,19,0.8451327433628318,0.042435402711454434,0.004745254745254746
ratio_clr_cluster,105,71,19,0.8451327433628318,0.023434021007176575,0.004745254745254746
density_none_cluster,105,72,19,0.8249027237354085,0.028623695882520773,0.004745254745254746
