phenotype,outcome,feature,total_dominance,relative_dominance,full_r2,method,runtime_sec,status,reason
meg,delta,Astro,0.020761518976475053,0.026658745299205658,0.7787883016795122,approximate,1.8545944690704346,ok,
meg,delta,Chandelier,0.18114634127459586,0.2326002340866458,0.7787883016795122,approximate,1.8545944690704346,ok,
meg,delta,Endo,0.007747734881539464,0.009948447947704048,0.7787883016795122,approximate,1.8545944690704346,ok,
meg,delta,L2/3 IT,0.026183496435969313,0.033620813742968075,0.7787883016795122,approximate,1.8545944690704346,ok,
meg,delta,L4 IT,0.020115091440209985,0.025828702609978042,0.7787883016795122,approximate,1.8545944690704346,ok,
meg,delta,L5 ET,0.005339489707081219,0.006856150375610716,0.7787883016795122,approximate,1.8545944690704346,ok,
meg,delta,L5 IT,0.010632138125678625,0.013652154382326578,0.7787883016795122,approximate,1.8545944690704346,ok,
meg,delta,L5/6 NP,0.017078265949270123,0.02192927899974824,0.7787883016795122,approximate,1.8545944690704346,ok,
meg,delta,L6 CT,0.01996662165339333,0.025638060574785078,0.7787883016795122,approximate,1.8545944690704346,ok,
meg,delta,L6 IT,0.002752623130811295,0.0035344947078366075,0.7787883016795122,approximate,1.8545944690704346,ok,
meg,delta,L6 IT Car3,0.008406125788815534,0.01079385215556927,0.7787883016795122,approximate,1.8545944690704346,ok,
meg,delta,L6b,0.022974951753499007,0.029500894792528206,0.7787883016795122,approximate,1.8545944690704346,ok,
meg,delta,Lamp5,0.055670129508561525,0.07148300685629835,0.7787883016795122,approximate,1.8545944690704346,ok,
meg,delta,Lamp5_Lhx6,0.006747484242302494,0.008664080120041693,0.7787883016795122,approximate,1.8545944690704346,ok,
meg,delta,Micro-PVM,0.13082741198409434,0.16798841444068402,0.7787883016795122,approximate,1.8545944690704346,ok,
meg,delta,OPC,0.07149624982460101,0.091804473270097,0.7787883016795122,approximate,1.8545944690704346,ok,
meg,delta,Oligo,0.01926154820880803,0.024732713841834984,0.7787883016795122,approximate,1.8545944690704346,ok,
meg,delta,Pax6,0.005521338575968407,0.007089652687464937,0.7787883016795122,approximate,1.8545944690704346,ok,
meg,delta,Pvalb,0.024293870710134773,0.031194447396992633,0.7787883016795122,approximate,1.8545944690704346,ok,
meg,delta,Sncg,0.07719149459323715,0.09911742950782416,0.7787883016795122,approximate,1.8545944690704346,ok,
meg,delta,Sst,0.013381977060057443,0.017183074053883786,0.7787883016795122,approximate,1.8545944690704346,ok,
meg,delta,VLMC,0.013882237641602763,0.017825431650250436,0.7787883016795122,approximate,1.8545944690704346,ok,
meg,delta,Vip,0.017410160212805566,0.022355446499721838,0.7787883016795122,approximate,1.8545944690704346,ok,
meg,theta,Astro,0.06914469596144684,0.08594585542131548,0.8045146054163101,approximate,0.5109186172485352,ok,
meg,theta,Chandelier,0.06606246707966622,0.08211468957170896,0.8045146054163101,approximate,0.5109186172485352,ok,
meg,theta,Endo,0.021817130144753123,0.02711837671792605,0.8045146054163101,approximate,0.5109186172485352,ok,
meg,theta,L2/3 IT,0.030370171612964385,0.03774968336000416,0.8045146054163101,approximate,0.5109186172485352,ok,
meg,theta,L4 IT,0.03868061709313843,0.04807944670329817,0.8045146054163101,approximate,0.5109186172485352,ok,
meg,theta,L5 ET,0.05979349818329143,0.07432245204840036,0.8045146054163101,approximate,0.5109186172485352,ok,
meg,theta,L5 IT,0.017494870676556598,0.0217458708130023,0.8045146054163101,approximate,0.5109186172485352,ok,
meg,theta,L5/6 NP,0.018443844621526505,0.022925431679369477,0.8045146054163101,approximate,0.5109186172485352,ok,
meg,theta,L6 CT,0.034571719401672654,0.04297214639600349,0.8045146054163101,approximate,0.5109186172485352,ok,
meg,theta,L6 IT,0.02073411583226629,0.025772205616499736,0.8045146054163101,approximate,0.5109186172485352,ok,
meg,theta,L6 IT Car3,0.008207518022495903,0.010201826004449953,0.8045146054163101,approximate,0.5109186172485352,ok,
meg,theta,L6b,0.013564155828037834,0.016860049198260146,0.8045146054163101,approximate,0.5109186172485352,ok,
meg,theta,Lamp5,0.12077407126293253,0.15012042099650375,0.8045146054163101,approximate,0.5109186172485352,ok,
meg,theta,Lamp5_Lhx6,0.024970698530407103,0.031038216537393484,0.8045146054163101,approximate,0.5109186172485352,ok,
meg,theta,Micro-PVM,0.05705493144706907,0.07091845326729031,0.8045146054163101,approximate,0.5109186172485352,ok,
meg,theta,OPC,0.040219027271529414,0.04999166826898983,0.8045146054163101,approximate,0.5109186172485352,ok,
meg,theta,Oligo,0.039939492157909394,0.049644210172221814,0.8045146054163101,approximate,0.5109186172485352,ok,
meg,theta,Pax6,0.016702839749038047,0.020761387843785478,0.8045146054163101,approximate,0.5109186172485352,ok,
meg,theta,Pvalb,0.031187318329007816,0.03876538489051967,0.8045146054163101,approximate,0.5109186172485352,ok,
meg,theta,Sncg,0.042762914524268864,0.05315368327233843,0.8045146054163101,approximate,0.5109186172485352,ok,
meg,theta,Sst,0.007514260366704886,0.009340116781119845,0.8045146054163101,approximate,0.5109186172485352,ok,
meg,theta,VLMC,0.009490493288481259,0.011796545674357572,0.8045146054163101,approximate,0.5109186172485352,ok,
meg,theta,Vip,0.015013754031145387,0.018661878765241634,0.8045146054163101,approximate,0.5109186172485352,ok,
meg,alpha,Astro,0.040111329213286515,0.045170131373229755,0.888005591169448,approximate,0.5314559936523438,ok,
meg,alpha,Chandelier,0.14183792589399588,0.15972638832960973,0.888005591169448,approximate,0.5314559936523438,ok,
meg,alpha,Endo,0.015548858906763954,0.01750986599790107,0.888005591169448,approximate,0.5314559936523438,ok,
meg,alpha,L2/3 IT,0.03772669052764299,0.04248474435612427,0.888005591169448,approximate,0.5314559936523438,ok,
meg,alpha,L4 IT,0.009354921510233146,0.010534755189900661,0.888005591169448,approximate,0.5314559936523438,ok,
meg,alpha,L5 ET,0.01824618662776862,0.020547378089972982,0.888005591169448,approximate,0.5314559936523438,ok,
meg,alpha,L5 IT,0.0076659230330044315,0.00863274185347064,0.888005591169448,approximate,0.5314559936523438,ok,
meg,alpha,L5/6 NP,0.008255427369887401,0.009296593908846362,0.888005591169448,approximate,0.5314559936523438,ok,
