phenotype,outcome,feature,mean_abs_shap,relative_shap,total_mean_abs_shap
enigma,22q,Chandelier,0.014069382234541744,0.06716271531495221,0.20948203431866794
enigma,22q,Endo,0.007129269951358816,0.034032846656976985,0.20948203431866794
enigma,22q,L2/3 IT,0.0033022798546775097,0.01576402418192111,0.20948203431866794
enigma,22q,L4 IT,0.0029821085139645725,0.014235628958176596,0.20948203431866794
enigma,22q,L5 ET,0.011312953496895045,0.05400440917852445,0.20948203431866794
enigma,22q,L5 IT,0.010122670408015434,0.048322379725493025,0.20948203431866794
enigma,22q,L5/6 NP,0.010061078173124306,0.04802835816373259,0.20948203431866794
enigma,22q,L6 CT,0.006732102624076874,0.032136897304691416,0.20948203431866794
enigma,22q,L6 IT,0.010043851387983686,0.04794612302029106,0.20948203431866794
enigma,22q,L6 IT Car3,0.008797793653800661,0.04199784331107505,0.20948203431866794
enigma,22q,L6b,0.005635107292930307,0.02690019366700477,0.20948203431866794
enigma,22q,Lamp5,0.007187674963263575,0.03431165343911808,0.20948203431866794
enigma,22q,Lamp5_Lhx6,0.00841509964296307,0.04017098492638212,0.20948203431866794
enigma,22q,Micro-PVM,0.004065435420897736,0.019407083925456446,0.20948203431866794
enigma,22q,OPC,0.005941192026009304,0.02836134394690598,0.20948203431866794
enigma,22q,Oligo,0.004440011370859158,0.021195189292963094,0.20948203431866794
enigma,22q,Pax6,0.027512761774976576,0.1313370946795545,0.20948203431866794
enigma,22q,Pvalb,0.004347742337621243,0.02075472654140535,0.20948203431866794
enigma,22q,Sncg,0.014463240139822817,0.06904286654874217,0.20948203431866794
enigma,22q,Sst,0.009543626992950983,0.04555821230202988,0.20948203431866794
enigma,22q,VLMC,0.012922273611256847,0.06168678690411821,0.20948203431866794
enigma,22q,Vip,0.014366024082152151,0.06857878829025639,0.20948203431866794
enigma,adhd,Astro,0.0016622370540257838,0.016711444489024726,0.09946698833350172
enigma,adhd,Chandelier,0.006302464990150436,0.0633623787725328,0.09946698833350172
enigma,adhd,Endo,0.005604928091001759,0.0563496310173689,0.09946698833350172
enigma,adhd,L2/3 IT,0.006719040592515188,0.0675504577457095,0.09946698833350172
enigma,adhd,L4 IT,0.0056876571306367085,0.057181354597433155,0.09946698833350172
enigma,adhd,L5 ET,0.003686925385680003,0.03706682435501267,0.09946698833350172
enigma,adhd,L5 IT,0.0020608137908173594,0.020718570305031058,0.09946698833350172
enigma,adhd,L5/6 NP,0.008277204328683271,0.08321559210107708,0.09946698833350172
enigma,adhd,L6 CT,0.0032425414494189828,0.03259917188351077,0.09946698833350172
enigma,adhd,L6 IT,0.003363293357292477,0.03381316166943479,0.09946698833350172
enigma,adhd,L6 IT Car3,0.004820504187770642,0.04846335722569611,0.09946698833350172
enigma,adhd,L6b,0.0044574987226770465,0.0448138502769537,0.09946698833350172
enigma,adhd,Lamp5,0.0009601541322307225,0.009652992900633855,0.09946698833350172
enigma,adhd,Lamp5_Lhx6,0.004993553639594667,0.05020312490865651,0.09946698833350172
enigma,adhd,Micro-PVM,0.002884762893438335,0.0290022141191814,0.09946698833350172
enigma,adhd,OPC,0.009293646256254234,0.09343447923740965,0.09946698833350172
enigma,adhd,Oligo,0.00892551320366043,0.08973342164270803,0.09946698833350172
enigma,adhd,Pax6,0.0021171989063000418,0.02128544295722828,0.09946698833350172
enigma,adhd,Pvalb,0.002751551174226947,0.02766295853857868,0.09946698833350172
enigma,adhd,Sncg,0.0020962260695777403,0.021074590722997746,0.09946698833350172
enigma,adhd,Sst,0.002322047918771202,0.023344910283054257,0.09946698833350172
enigma,adhd,VLMC,0.0014059913806715296,0.014135256372268932,0.09946698833350172
enigma,adhd,Vip,0.0058312336781062134,0.05862481387849743,0.09946698833350172
enigma,asd,Astro,0.002734764447278455,0.011696556900736135,0.23380935693189672
enigma,asd,Chandelier,0.02116352170954632,0.09051614523584171,0.23380935693189672
enigma,asd,Endo,0.004418075295277966,0.018896058537831953,0.23380935693189672
enigma,asd,L2/3 IT,0.006218633468694686,0.0265970256720993,0.23380935693189672
enigma,asd,L4 IT,0.010711095693755245,0.04581123627518098,0.23380935693189672
enigma,asd,L5 ET,0.019999230063736592,0.0855364829114256,0.23380935693189672
enigma,asd,L5 IT,0.004813567983484435,0.020587576334194856,0.23380935693189672
enigma,asd,L5/6 NP,0.012710052521862473,0.05436075223270306,0.23380935693189672
enigma,asd,L6 CT,0.008131928926095443,0.03478016890685896,0.23380935693189672
enigma,asd,L6 IT,0.01678943747402762,0.07180823596772475,0.23380935693189672
enigma,asd,L6 IT Car3,0.01726810580299507,0.0738554950477233,0.23380935693189672
enigma,asd,L6b,0.01882197006251863,0.08050135507622579,0.23380935693189672
enigma,asd,Lamp5,0.01145961912262005,0.049012662593986664,0.23380935693189672
enigma,asd,Lamp5_Lhx6,0.013502571020980654,0.057750344974062104,0.23380935693189672
enigma,asd,Micro-PVM,0.0027184776709333128,0.011626898540784844,0.23380935693189672
enigma,asd,OPC,0.015032965161737303,0.06429582356755748,0.23380935693189672
enigma,asd,Oligo,0.0054428488958491285,0.023279003745921532,0.23380935693189672
enigma,asd,Pax6,0.006082634441942628,0.026015359358412503,0.23380935693189672
enigma,asd,Pvalb,0.004628733561799799,0.0197970415835327,0.23380935693189672
enigma,asd,Sncg,0.0061772013402641235,0.026419820923006942,0.23380935693189672
enigma,asd,Sst,0.01133320022040691,0.048471970365617185,0.23380935693189672
enigma,asd,VLMC,0.008249408562530229,0.03528262799564986,0.23380935693189672
enigma,asd,Vip,0.005401313483559689,0.02310135725292195,0.23380935693189672
enigma,epilepsy_gge,Astro,0.004280445508230096,0.03316613448115848,0.12906072942150662
enigma,epilepsy_gge,Chandelier,0.004480367012850603,0.034715184339443206,0.12906072942150662
enigma,epilepsy_gge,Endo,0.00454784770737958,0.03523804435140383,0.12906072942150662
enigma,epilepsy_gge,L2/3 IT,0.014249915882137245,0.11041248523861702,0.12906072942150662
enigma,epilepsy_gge,L4 IT,0.008152296772044407,0.06316636213498661,0.12906072942150662
enigma,epilepsy_gge,L5 ET,0.011499737135852912,0.08910330189050211,0.12906072942150662
enigma,epilepsy_gge,L5 IT,0.005528944226032296,0.04283986500630265,0.12906072942150662
enigma,epilepsy_gge,L5/6 NP,0.0032790034910587305,0.02540667099710595,0.12906072942150662
enigma,epilepsy_gge,L6 CT,0.0030212841510575505,0.023409786730634152,0.12906072942150662
enigma,epilepsy_gge,L6 IT,0.002192084097157668,0.016984903982670194,0.12906072942150662
enigma,epilepsy_gge,L6 IT Car3,0.008193453290510846,0.06348525478847551,0.12906072942150662
enigma,epilepsy_gge,L6b,0.008105915406995115,0.06280698585331526,0.12906072942150662
enigma,epilepsy_gge,Lamp5,0.011989073429456487,0.09289482155567791,0.12906072942150662
enigma,epilepsy_gge,Lamp5_Lhx6,0.0009777666485845655,0.007576019854895001,0.12906072942150662
enigma,epilepsy_gge,Micro-PVM,0.0017510144388973691,0.013567368220728349,0.12906072942150662
enigma,epilepsy_gge,OPC,0.0030811397763927943,0.02387356549279935,0.12906072942150662
enigma,epilepsy_gge,Oligo,0.009378919067492105,0.0726705877886446,0.12906072942150662
enigma,epilepsy_gge,Pax6,0.0008160531500651046,0.006323016720290734,0.12906072942150662
enigma,epilepsy_gge,Pvalb,0.005222564841781064,0.040465948590174154,0.12906072942150662
enigma,epilepsy_gge,Sncg,0.0034564120916215704,0.02678128433888733,0.12906072942150662
enigma,epilepsy_gge,Sst,0.007391585662365099,0.05727215161030516,0.12906072942150662
enigma,epilepsy_gge,VLMC,0.001082400158554852,0.008386750666965325,0.12906072942150662
enigma,epilepsy_gge,Vip,0.006382505474988555,0.04945350536601707,0.12906072942150662
enigma,epilepsy_rtle,Astro,0.010072864557955205,0.012216999781004895,0.8244957631591833
enigma,epilepsy_rtle,Chandelier,0.026098072862354334,0.03165337413300406,0.8244957631591833
enigma,epilepsy_rtle,Endo,0.009103984745702988,0.011041881780956228,0.8244957631591833
enigma,epilepsy_rtle,L2/3 IT,0.024410981433038496,0.02960716418906028,0.8244957631591833
enigma,epilepsy_rtle,L4 IT,0.02941797259548769,0.03567995605310108,0.8244957631591833
enigma,epilepsy_rtle,L5 ET,0.06366154065202421,0.07721269592471301,0.8244957631591833
enigma,epilepsy_rtle,L5 IT,0.030235996711356114,0.036672106834730364,0.8244957631591833
enigma,epilepsy_rtle,L5/6 NP,0.07754965878927933,0.09405707373454024,0.8244957631591833
enigma,epilepsy_rtle,L6 CT,0.013065368603495553,0.01584649574599822,0.8244957631591833
enigma,epilepsy_rtle,L6 IT,0.03225848097117303,0.039125102168590484,0.8244957631591833
enigma,epilepsy_rtle,L6 IT Car3,0.02591122149944115,0.0314267491201632,0.8244957631591833
enigma,epilepsy_rtle,L6b,0.07489268828026947,0.09083453381653113,0.8244957631591833
enigma,epilepsy_rtle,Lamp5,0.0331026275156645,0.0401489358645418,0.8244957631591833
enigma,epilepsy_rtle,Lamp5_Lhx6,0.044190487372183306,0.0535969853900287,0.8244957631591833
enigma,epilepsy_rtle,Micro-PVM,0.026922854862718434,0.032653721299378595,0.8244957631591833
enigma,epilepsy_rtle,OPC,0.08248976082329099,0.10004873828243663,0.8244957631591833
enigma,epilepsy_rtle,Oligo,0.01834788393368451,0.022253460543425658,0.8244957631591833
enigma,epilepsy_rtle,Pax6,0.06862323377311667,0.08323054749265918,0.8244957631591833
enigma,epilepsy_rtle,Pvalb,0.062204025273641265,0.07544493016591972,0.8244957631591833
enigma,epilepsy_rtle,Sncg,0.017193144866478386,0.020852920821084864,0.8244957631591833
enigma,epilepsy_rtle,Sst,0.01662604943381853,0.020165112031762595,0.8244957631591833
enigma,epilepsy_rtle,VLMC,0.007238039827400397,0.008778747145609004,0.8244957631591833
enigma,epilepsy_rtle,Vip,0.030878823775608945,0.037451767680760355,0.8244957631591833
enigma,epilepsy_ltle,Astro,0.002582564974176842,0.014312138016602367,0.18044578463266736
enigma,epilepsy_ltle,Chandelier,0.007895136104088873,0.043753508125229774,0.18044578463266736
enigma,epilepsy_ltle,Endo,0.002156009890689438,0.011948241933600263,0.18044578463266736
enigma,epilepsy_ltle,L2/3 IT,0.006028204410213499,0.03340728863511601,0.18044578463266736
enigma,epilepsy_ltle,L4 IT,0.0022175466723136066,0.012289268362948217,0.18044578463266736
enigma,epilepsy_ltle,L5 ET,0.02367324418901633,0.13119311286327826,0.18044578463266736
enigma,epilepsy_ltle,L5 IT,0.0028556371861539823,0.01582545800095685,0.18044578463266736
enigma,epilepsy_ltle,L5/6 NP,0.003194258886803278,0.017702042158013367,0.18044578463266736
