,Astro,Chandelier,Endo,L2/3 IT,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5_Lhx6,Micro-PVM,OPC,Oligo,Pax6,Pvalb,Sncg,Sst,VLMC,Vip
99,1.3062515631416667,-1.9794635882347782,-4.579347708458728,2.787483097022574,2.362391141478859,-0.6010980853474814,2.082629319776255,0.9353865639590246,0.683744929395234,1.1764400310506686,-0.04080362929048764,0.5971316231099659,-0.3804400984781706,-1.275213235111699,-1.6496274498458572,-0.4030435245686288,1.6161298219409215,-1.5815550626894765,0.04822211908092022,-1.2339956067078584,0.9520551941223925,-1.0433852102552352,0.22010779490990462
101,1.2803693126962696,-1.9330312724074172,-4.415764049947405,2.796632776264593,2.3843457437508597,-0.6346746162399368,2.0745316496662074,0.8790829469760348,0.6868040205367252,1.1573381817702897,-0.09270687001307554,0.5511745282134282,-0.3765358065453883,-1.305618290114622,-1.696844087645558,-0.4128961871796548,1.5982108952845784,-1.6006176747889391,0.030441197583424895,-1.2312806233273896,0.9300263644528748,-0.8856913858852522,0.21670324689938614
103,1.1700186118748324,-1.7930677998966367,-3.842883830234298,2.8726089562343855,2.490586019139602,-0.773820693625412,2.081663158332928,0.7925310117052562,0.7091417254158636,1.1465988687290518,-0.26521677820982514,0.450100962574004,-0.36479454134120193,-1.350962585616501,-1.8926795379740033,-0.5155906902543217,1.559617994851287,-1.6614070152873222,-0.004920127683352149,-1.2275549487620552,0.8713054055373357,-0.650052139782705,0.19877797427310018
105,1.261109845338182,-2.0406123925909956,-4.394216398401314,2.8676846958950852,2.320992023282521,-0.5785786621117017,2.1163578891007164,0.9268828051403335,0.6119353434849186,1.0685979024477366,-0.24680297060775658,0.5958750432413367,-0.3792380741470085,-1.3103742839561985,-1.7270066057040125,-0.5364582002257547,1.6007899961175074,-1.6295400424916924,0.0765273043891046,-1.3829933411390956,0.8822325242974935,-0.3073062897421046,0.20414188838270553
107,1.271442980803803,-1.9820113927604606,-4.354809660695869,2.849429831206592,2.3080780248883555,-0.6004195982725609,2.1072273476159307,0.8677688003083865,0.5948124070039222,1.0565429069200762,-0.2699832511987932,0.5590502740476779,-0.37399540861917124,-1.3508252132326062,-1.6760418792637566,-0.5027639075855861,1.595425238078501,-1.6218395810426776,0.06686121263531053,-1.3712899837272499,0.872488659849266,-0.2628461150021595,0.21769830804306078
109,1.1511789562656758,-1.7672100791414707,-3.7638816333162577,2.885760432444264,2.5110010515029275,-0.7998424772658916,2.0828829492402936,0.7783844101371837,0.7179249984064717,1.148183031018922,-0.29387476119590517,0.43332854415003164,-0.3610101154331451,-1.3554963872536767,-1.9214961185794825,-0.530067557998696,1.5529124338133076,-1.6700699891081978,-0.01139692073027998,-1.2217594902314763,0.8628551788985988,-0.6242103625682791,0.19590390694509585
111,1.2339746706344341,-1.9904198003878095,-4.049346063951489,2.7718262395796165,2.2498484020333755,-0.5853494122533274,2.0189554207350144,0.9260963888072897,0.7099711109384321,1.0309715461781197,-0.29288011289421156,0.6917374541222108,-0.39314168538884786,-1.3314745391838665,-1.6945022370125509,-0.5220082787585278,1.5296874416844997,-1.597059344185121,0.00822174035737433,-1.3017158738214647,0.8585808765785212,-0.3773181720693879,0.10534422825771017
113,1.251066789995758,-2.0692596074536116,-4.271971403111305,2.8303419892549053,2.2844999355281432,-0.6195728684637372,2.1181018627813972,0.9262855533214207,0.6097265586146547,1.0810620797070705,-0.23400812389374526,0.6267187731077954,-0.3955077155845199,-1.2939734522316355,-1.726799726046977,-0.5295192598210132,1.5725478852969648,-1.6290436599961025,0.05199544646104215,-1.3305372179893142,0.8960094031748445,-0.3245224094200738,0.17635916676802887
115,1.1692909848560644,-1.810363501235014,-3.8134104270393436,2.8572283446754656,2.4541561330156054,-0.7616600527233857,2.0667747423998377,0.7930479623185693,0.7074668124603138,1.118999927396049,-0.3013102659841218,0.48174170725126153,-0.3697673651326623,-1.3548484048090819,-1.8263262266538094,-0.5195470448041686,1.538365831986917,-1.65782176386534,-0.013413596978749887,-1.237065942361962,0.8585194326554264,-0.5555875156963532,0.1755302282684834
117,1.2629246721040395,-2.0086354273125364,-4.063113415267336,2.665269552705288,2.207952819069504,-0.5777662622252429,1.9264703142287853,0.8526711938342353,0.7327568694731044,1.0379448667591418,-0.03408791571651815,0.5527723349718645,-0.42717368094602026,-1.2708081208727169,-1.1333856954852717,-0.3425994493141804,1.286893282728061,-1.651141776356078,-0.13981893848881644,-1.2029016135926724,0.7946033158242978,-0.4430564931397676,-0.025770432981151892
119,1.1726985372887615,-2.3954552820916177,-4.701783822095499,3.0017306319331865,2.5140674193353925,-0.455886571114279,2.2095662712054684,1.3025379313504852,0.8201503391098175,1.241355283700908,-0.02632022548452806,0.834138564099784,-0.44197078743882123,-1.0463076927373196,-2.233142658944584,-0.7723399515609355,1.6777285303751137,-1.7332138250526308,0.11360184604921209,-1.444386483260641,0.9572565299482045,-0.6632526488792703,0.069228064263827
121,1.3354103811648987,-2.061898625892466,-4.812732314983121,2.75098678813909,2.336816519113293,-0.4946281970018296,2.065645988890936,0.9998695938091102,0.6922784965377664,1.1822627313031315,0.12153836014409691,0.6658677781404503,-0.3504307202060639,-1.2016473684965856,-1.6796705292437464,-0.4326521829986696,1.5974203112411178,-1.542873739840549,0.04982495243572682,-1.1816248321398568,0.9820495400360194,-1.219061700303329,0.19724877015059006
123,1.2993753888302786,-2.2837454563811024,-5.1619432522746544,2.9317139193307886,2.4436018834257043,-0.3635235068931344,2.178811097567447,1.223323872137383,0.7903836915108728,1.3001208484965083,0.04360265299532351,0.8101584785773159,-0.33776433618275625,-1.0447594011596815,-2.114666455409222,-0.6257917404143054,1.7792063911255167,-1.6304447647250733,0.12871592240693275,-1.266534275206702,0.9816963692308462,-1.2192901528965638,0.13775282590828564
