,Astro,Chandelier,Endo,L2/3 IT,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5_Lhx6,Micro-PVM,OPC,Oligo,Pax6,Pvalb,Sncg,Sst,Sst Chodl,VLMC,Vip
79,51.406654861450704,1.685937910811132,0.1430099920615553,200.64129773824115,131.1604318654567,8.549225132907146,95.91722749641104,33.71221529267248,26.0512758942439,38.08831984427852,14.987231459437035,24.776642392067,8.810489627049515,4.106004007333931,2.8153462721828353,8.38620496911884,49.855266983165045,2.9499036333678963,13.225731115957613,4.505485340971335,33.833619971106586,0.012145629390536714,7.730454727210613,15.059335122443528
81,52.48978915255836,1.9249012235821306,0.14678241004980902,210.03892855868048,143.55354168996158,7.499390555960868,104.19417399594356,34.13689497590941,26.132648064567704,42.50703019127639,13.211510255769266,23.95092099293298,9.002983669060459,4.139025057247788,3.325061845815431,9.189267866299236,60.663184495616264,2.8867464828287113,14.795315235737702,4.55046945165364,33.67793614081523,0.006859484785606475,5.270806359917451,16.182091730786897
83,52.57331036925391,1.8292450883413813,0.14258623639784626,208.1355963843194,139.36936906158957,8.080246680426992,100.64843438113529,34.34728727595147,25.38714775073525,41.26341850196748,14.1900967527934,24.267450305908785,9.253840017276847,4.269628195456544,3.2962654942951675,9.218528445886529,55.79569732425008,3.0269703554194454,14.196101401352074,4.8294435944528455,34.47785430492429,0.010414527917079428,5.1433456273137645,16.153859055311585
85,56.21538361347987,1.8071406414576712,0.11695978101833487,222.9990780329782,148.30824523007757,8.347960605610144,111.06783210362256,38.71067586140856,27.195487932262875,45.07114518136986,13.896980053396035,26.489018866959505,9.372645133123855,4.623403573040368,3.2355512393443386,9.344202603928128,67.06323726158149,2.9690959480205588,15.861948984544114,4.618426031297233,35.626328795646295,0.006319226884622202,5.1374793832092305,16.642696041949396
87,53.81545171672817,1.8542073418120357,0.14040220728672054,207.12530282273508,140.23341037343576,8.232627022273615,101.53397923342004,34.7782751837987,26.155235761897295,41.45785843043219,14.646685421879475,24.802302061670094,9.26097198905999,4.277629815035969,3.274903588621233,9.195088004762527,58.039993128260654,3.0501551836730956,14.440594423924015,4.738690752251761,34.66385293401162,0.009142383046066615,5.681062702560715,16.15569209166097
89,49.426450223151555,1.9864310160279675,0.21464929124649573,231.92929105798316,145.28442596647656,7.41727780907186,111.19981151460426,32.87000692435167,25.367748068350384,40.567319413480455,10.937489549748928,23.336210350923082,9.146341128591285,3.9818430706927104,2.8752487870842627,8.663621703137503,60.68418318839139,2.845026818859531,14.841774374763405,4.204024741004912,32.88103986549568,0.0045790402217862035,9.624399457659267,16.84302763301122
91,56.59415663408926,1.9334361280896983,0.14844406415896644,230.18503738733494,148.72551269162875,8.184040139619192,114.04419471736449,37.38797001619718,26.906232165400535,44.441460690467984,13.195543055908034,26.168699440337473,9.575389726794093,4.4834483767933015,3.3617373896314553,9.543531349107674,67.73911224397841,3.035208947436436,16.106637225177256,4.5603494899780035,35.701790206635344,0.00563135782312811,7.317795969480398,17.42469214181929
93,48.01551628921348,1.916274796260709,0.1754407414652233,205.95066877173716,140.23699594620442,6.940184794388253,100.30376052218307,31.400814910948018,25.04445477880946,40.30189825601815,12.01940712663432,22.002505611863576,8.633300057578074,3.849898247172398,3.0896358614890094,8.685901008069633,55.48571122645686,2.7533009463803824,13.90776174958594,4.390773784453169,31.878768742378803,0.006846706971119158,5.530925221667197,15.552394497603222
95,49.41455845014203,1.9499370355009435,0.16464944780967206,207.13225639993237,142.0078429669018,7.01896287254512,101.79233467643715,32.002406988319905,25.4849285895735,41.119266641562945,12.248475267043151,22.433140299053846,8.719717243113143,3.893733507718034,3.2020053119421568,8.873494269378801,57.692413558904015,2.7798638593060994,14.234192062578227,4.410794331468517,32.31173637630553,0.006432432911796646,5.554538386486272,15.784114471639228
97,56.953276309362494,1.8838944593986695,0.12728897572624054,219.85514905958857,147.12372488154972,8.059144534301405,110.52382797753823,37.63556703545317,26.998932399731146,45.02569964947447,13.84173503955342,26.12292908479794,9.393248615970235,4.520892922716783,3.49252597534038,9.648193940803095,66.97351438520131,3.0052795361074427,15.97556350684252,4.657692755109899,35.64299493448649,0.006468090446120091,5.280537769950019,16.95044047160585
