,Astro,Chandelier,Endo,L2/3 IT,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5_Lhx6,Micro-PVM,OPC,Oligo,Pax6,Pvalb,Sncg,Sst,Sst Chodl,VLMC,Vip
121,56.63723519761087,1.7974969567160828,0.11062417147435834,213.32858692277574,147.00534952991026,8.820214185176079,105.62162562111422,38.149353119056464,27.503734665209837,44.030398174378334,15.391776550875358,26.37593837818852,9.445109616006894,4.607809266190593,3.226637184450757,9.295303972029318,64.8318919412507,3.0380502674298198,15.15989252360356,4.823959256270946,35.72381407291127,0.009191873725191256,4.426682873614074,16.17013406926901
123,52.68537399306661,1.3611171762390628,0.05184056465733314,244.56585350663727,159.3434038746668,10.053844931831662,117.33534054471238,46.24364879430965,29.04542270935784,46.89834114929644,13.830896013533824,28.87964170427304,9.150494209700488,5.308316111561742,1.757604986086749,7.594767067275246,72.29393542753456,2.660524389238573,15.647150029954757,4.294432790007219,35.53134131576454,0.004675028331665371,4.267899549963739,14.757341352277733
125,56.34115347563365,1.271201456611501,0.028158146073404708,237.24332783417046,152.8944312644746,11.774763198878397,113.62763912341916,49.62723877025698,30.72595854969108,48.98860520486133,13.8164650149487,27.18341171943563,10.079363279200537,5.593782346734457,1.5393233879492458,7.894071921093095,81.77616391129006,2.659339672744782,15.693145617599788,4.691909825067063,35.47577446503297,0.007561795712370245,3.428562627470311,15.072753991523012
127,48.45358577331099,1.0400416225967475,0.033762740661172665,255.6534400757202,161.75062492044395,10.77338550942395,119.87417839204636,52.57122351552784,29.89835713525747,49.16539181235203,13.943120492428589,28.522260857875647,9.349527988683803,5.678966495074857,0.7910768850884063,6.771122058010213,73.1387939487579,2.415345500492426,15.767272697376296,4.280953710970149,35.35316279507112,0.005385436908406221,3.4043946563159335,14.522974846587973
129,57.430579292010236,1.3666922974980296,0.05050562706684682,237.60966580645888,147.70392612029832,12.086783493599158,115.7097092705934,45.879821406979644,29.45817053158216,46.93217271431683,13.56318278997755,27.097734519645467,10.28874301418455,5.356581008053093,1.9600649883390036,7.956791459162965,76.0364365032637,2.81681349287698,15.500126010931426,4.5772911102060005,36.14133335331796,0.006691809051641162,4.972955555916314,15.092342611113299
131,57.18098466230427,1.3971892056274704,0.06461472156652645,233.7862077085545,145.49091090245162,12.239904856203259,113.27793341087246,45.957397342265814,29.790060199981053,46.318642067869334,13.0648645372927,26.342214866215038,10.39704563645043,5.298690765081961,1.8837400569850231,7.96202629293134,77.81687929878996,2.8211447255569873,15.723761361325675,4.645187166309584,35.50605365965971,0.008152526480149858,5.028297852422426,15.332962277177838
133,53.10934953378124,1.1931124064139775,0.0281943881738235,243.8942688050723,157.3380048219749,11.11950247573851,116.49101611608573,49.55474123134507,30.18072260040869,48.80742702082369,13.434384662653388,27.42432438275418,9.539374468954923,5.51187494602688,1.4314470404471074,7.360197344791856,78.95331555872582,2.4663054551144485,15.30040263614995,4.313138849864334,34.903303648196825,0.004726779706649011,3.2946085068975988,14.30517764032718
135,48.638209248801886,1.130415612567973,0.02399859432652916,264.1406036320946,168.00877626876155,10.550122308935745,123.00506324966483,50.852735807764454,30.183337217171204,48.189350038609824,13.380349268640279,30.661690528503982,8.94740126024463,5.664335457416664,0.9247635570974179,6.600737556595664,72.12929297894745,2.4233858986442094,15.710145390768034,3.9528879370465186,35.5829529116123,0.002507049023164047,4.171052001078133,14.018237669514567
137,49.2985048892801,1.1399545284886194,0.018627054428435548,256.2373308640894,162.7982509548418,10.546254745730225,120.82185671355434,49.485424539298464,29.389203888633944,47.57572259021274,13.206531282859396,29.859852654862525,8.95010588272143,5.572750324096554,0.9845203593862606,6.656957139902663,72.14743442735289,2.4752653109645864,15.433405244182685,4.055169649995428,35.11974457658691,0.0026536442148213982,3.915825943812078,13.914077910082229
139,57.66023235577643,1.3909839155521349,0.0953387258556807,236.56006425577544,147.4523567512474,12.219893768941029,118.24400206389633,45.28693688962571,29.680478116715843,47.61288305394788,15.715610547855599,28.785171612175276,10.40344880652663,5.4100522509644655,2.039678556133542,8.159475454999448,70.05635967407451,3.053945793115567,15.506857434307793,4.727288382980882,37.854957219880575,0.007253137690215798,6.90842002779729,15.397505824002867
141,52.046612808758944,1.2187187849271999,0.024394390559664775,241.12496890622955,159.5513237996326,11.145656143367063,121.41022764679273,48.80397508592879,30.16270192058414,49.76716123007806,14.781077142495434,29.814406061899565,9.480801278442938,5.602352976704592,1.3373733888105097,7.424789286919702,71.7535642369987,2.7192330748703317,15.493272553203623,4.428637853477926,36.70739875494684,0.004913135577980559,3.843701966223266,14.407881933028419
143,49.25981090770654,1.1406695889083565,0.018659686659450572,256.5250634574495,162.88044634956813,10.522894074020382,120.76737428860753,49.44922297890004,29.36263994798747,47.49107368524168,13.169140549429713,29.872283019497903,8.931570059018254,5.568271004138331,0.9817205920754266,6.643376875051194,72.16237765795071,2.471221442814422,15.435870994668269,4.045682672545146,35.07675294375673,0.002598025843592063,3.9258114053878743,13.904681351939258
145,59.854713368967786,1.4961695595506264,0.12240980003864009,236.38685385099132,148.81543483357655,12.103198834462475,114.87324142935987,44.046674514761726,30.12298929830271,46.97881273468316,17.66799017232228,30.17459752488271,10.157956701242432,5.399415669985345,2.427594948555434,8.586375600905857,68.48928184920844,3.1716447629400153,15.499370225237309,4.822781343650934,38.43633932708164,0.007446943200579403,8.518812984380697,15.645728858592891
147,49.60222019035521,1.087525491436558,0.04589041110602512,243.97203747109972,151.30794515844474,10.825580379953854,118.91940753989543,49.16941901390003,29.119782297307594,49.063291219003645,14.092436447521317,29.4651897087677,9.520229804594154,5.367028299767674,0.9537118743075945,7.077410871861869,65.77098759155454,2.5911099456334816,15.632179695798575,4.409913967759072,35.37608216947576,0.005978792395961567,4.8348470616450845,14.963235464623935
149,52.349599391446674,1.3399100954945364,0.06621471444470207,216.32872536074618,137.52515381522005,11.492054839006723,117.60005668892761,43.641555733797105,28.015463786368784,45.11712654337159,12.979169780751565,28.63879694091051,10.021725769400698,5.036880347408884,1.2979059406555773,7.42067258673421,56.143262845295425,2.9793440594527927,15.179694553539795,4.8016462834452325,34.58884865440821,0.009367720768542979,6.568415247781874,15.402133632540375
151,48.79637100828963,1.0649336746096312,0.08381990018483486,311.89871527095397,209.12645129584786,11.331830333979315,137.10946115340573,60.652969087161935,38.71931071037479,56.28976851895467,16.568562674414764,36.59899149271328,9.545800446366249,6.39039242137409,0.9433871330117816,7.353836216788636,72.95015879837435,2.2308958721599317,18.187696752436977,3.693772331583737,41.53407533823555,0.004769305373953578,5.572073636702088,15.282041201494446
153,51.61331048905277,1.1086267510962504,0.13668001745584085,252.06188907541517,156.99329820744367,10.856278048310298,126.64814453979214,49.04015677871303,31.739914468869703,49.89665673740702,14.67086836523733,33.358369301239826,9.533957321008575,5.62103500003018,1.4669684868711426,7.3264338907228,60.59921205151385,2.725186507646712,15.930617621960007,4.243985642154188,37.812021905319625,0.007064383559494005,6.532246619199364,15.36600590398676
155,56.655155655948576,1.6672118378412273,0.1941721591715413,220.69644530936313,135.85496760712874,12.910771858305788,95.06710936092111,37.78814600468924,30.90213356734232,39.795211738092526,12.21258116849185,24.710380520057438,10.179002879239526,4.588322319590418,2.4510580696992283,7.886900924906523,78.59056311309374,2.723271262870798,15.360437908577884,3.9307809819711244,32.04354307330607,0.008693508501567582,8.127886641439032,13.351372917272148
157,57.56595016480753,1.7331868359013105,0.17356279449259235,220.86885681098335,138.69357312100203,11.48587794328887,96.93222532569446,36.48584100155654,29.84500189862687,39.1844218513838,14.416875725595435,25.511263339894885,9.835361062827621,4.414890421824684,2.8330939588492963,8.157988601240476,68.71058805447402,2.8665472065554116,14.643266667190938,4.230634467593462,33.91507474791514,0.010630450671095063,8.343816165524219,14.142331073578461
159,56.56685043270875,1.5894063001340961,0.17810009963877244,221.19916430486853,136.5751415976413,13.07326674496408,96.84541404798611,39.08308311668319,30.749676823181122,40.93352305767919,12.375079579716065,25.10103304067953,10.234186780005551,4.743598473300681,2.3033211235591917,7.871835680708136,79.17545762397812,2.7298542675328785,15.366278208781573,3.9819230148897766,32.33922263892756,0.008445745479696138,7.248557014507199,13.375392452848661
161,56.0816880765672,1.63750584594977,0.17801873147447644,226.3432295383903,137.69871427113375,13.03123588871363,101.39386245017565,39.94537804273467,30.622736980131556,40.32524331063745,12.22468267587975,25.225097813192917,10.46244624921669,4.68444924802218,2.1188319866853202,7.6760329419980895,76.7576508826504,2.8361836536336367,15.725196447537447,4.155953149454866,33.11713393318478,0.009289496300404243,8.795455418007665,14.1277158689942
163,63.926127218963956,1.6893354617479477,0.1548844609183261,217.36313728871727,151.69616509758404,10.969410173229036,99.51107900229096,39.02070976845719,31.556228921754386,41.80150775373911,18.827272706175776,28.836194021970016,9.927395335368368,4.604846704955846,3.5534883448320387,9.312088252842678,68.54272808988995,3.1058882596624766,14.964279095414188,4.695333566662276,36.61885815704932,0.01250561744170618,7.490656416084081,14.993794598874315
165,47.48124036649044,1.4878416304125608,0.12633252802524284,156.07679175342128,110.9132453246271,8.356389415106822,76.79693060541608,31.652398673573447,29.01005493257105,38.62227710403229,18.869620832439615,26.131391995528062,7.346729502116889,3.679871606944797,2.802725206016927,8.764717854595972,39.102988476754454,2.2626722519072415,10.430019259751539,4.44556954231564,28.38311406849879,0.0077284030265297185,5.391435718046359,10.933654460035115
167,54.36646706606391,1.5225131794174893,0.10435668987693515,179.87695541797197,119.41227300566212,9.584662317602167,84.73965541112419,33.36240647272578,28.464669009586473,37.320888006449586,18.39705209563798,27.5656247140864,8.17752721945283,4.022219457431413,3.1135287814087818,8.81391616915319,46.43840668547445,2.6280194253304385,11.939491637077387,4.395183250398603,32.326474451458594,0.013540978640817544,6.775772510976872,12.628458232185077
169,55.50098400637513,1.4920210182204623,0.11402768360200308,177.17686602713428,118.83484064846296,9.827543085150706,85.04063329258369,35.7918213369707,29.56518862357332,39.04923044278776,20.88562652506632,29.691621543968544,8.323935449373161,4.219129814016459,3.1905892732779613,8.981245484105274,41.54851126950989,2.7993047408475302,12.168944415974396,4.488727347738538,33.63745037900987,0.013417290677782058,7.042566992382803,13.199253204002042
171,59.60811592794233,1.645089400886068,0.11120395819013328,197.4722242642842,131.69129305581237,10.11159490828551,96.9153752997542,35.52336164635856,28.7401721685034,39.60169552109084,17.935129729712923,27.911186565208297,9.042033684414035,4.205338213723162,3.326229184731191,8.885109719971162,59.14241800811163,2.8353177091991935,13.0653086079987,4.516568854080716,34.938004825777114,0.015323564140592414,6.45512755632958,13.774444787673072
173,56.96315887625408,1.607133622293479,0.11120059169065706,192.35203451703276,125.92745388898953,10.054191714997398,91.85507843471672,34.492356057867845,28.55940508893022,38.42488475639293,17.49393840587701,27.435659009272374,8.719668242435866,4.12968083502224,3.1836879180441957,8.747305831094206,54.94100516497348,2.7413447399997843,12.716923468151778,4.413711576464634,33.6391749508506,0.014191733054732925,6.923292608861348,13.328119197924162
175,59.92599287954399,1.3265847627897112,0.3074769714090576,179.54610767146457,114.72667107989663,11.64269334046434,113.43770175777384,37.86933420364228,32.22577408015992,43.26220295567276,13.781919062009758,33.64221421508875,9.90012161973856,4.987157796472812,2.8471130914265124,8.478740635995607,52.23397424560865,3.510901008250359,13.945325517170486,4.998393209968376,34.33696506225715,0.010380585492384999,8.504846474297967,15.175051698582159
177,49.697117589421126,1.3723613355650348,0.15888778941297563,147.7110021554518,86.99738169318265,10.676588439961249,90.47482095002422,33.46808031855122,28.05216617650805,37.51489756786034,11.029736031403093,32.94218440909799,8.977872766662005,4.7552791207647855,3.1407261670081925,8.925446544562599,39.32002503457584,2.9515218345725587,11.974622981550432,4.70617338733095,30.261995929236928,0.017456586774915104,6.278527275894103,12.287850374788547
179,43.01742712952569,1.4857361351055434,0.13209633183371827,138.4284573902778,83.12371214546181,11.255280554657082,74.92994678955569,36.02845581758764,28.657169992051,42.13074534749023,9.75258128018097,33.23464707582786,8.16036165722162,4.491529729245892,2.352176110170745,8.910069523965443,33.38662753243012,2.454671443686325,11.323377161603478,4.7409644609248165,28.72434563398637,0.008496999261199014,4.179821264666456,10.77601343713676
181,50.39602479543441,1.0721867874263715,0.11262375592820403,284.86892933440623,192.29456427286206,10.915509974812629,131.73496941202447,56.244350263465414,37.317165111353845,52.31486996534944,15.70955909574809,35.217486234665024,9.575973126996134,6.006468072044502,1.2227598703947224,7.467865072614215,67.81698423445499,2.4659441597535707,17.3877171041998,3.8813137519819048,39.50015637689365,0.006352413142198814,6.486254523821916,15.219711522237983
183,51.432724761024275,1.4255042509171556,0.17162579845191836,152.45596886360488,89.81267147348316,11.883863920412562,89.0744231412806,33.05157608472483,28.178875375980418,37.326532934448494,10.591044211575346,29.71588809377013,9.163638336245384,4.708326360843316,3.1214561522571826,8.638634356303346,52.120729866689494,2.7675485013626853,12.610147344897246,4.228994621684801,29.17793498516295,0.016775918544195956,5.48054590087241,11.84279139460074
185,60.06030885211729,1.435373476002898,0.3158819952981901,180.83947742506152,111.1288656004996,12.368282913174136,110.81071086748241,36.99205579138324,31.388449268378988,43.07827287177981,13.533038418491643,32.99792000573498,10.10654037147872,4.991433151112309,2.967751186819226,8.566540858561622,54.10811521226924,3.4142581956701705,14.020465274754171,4.893370967326043,34.67406709554978,0.013568969651368867,7.70678890807906,14.970277833598516
187,42.236732578610145,1.644676671370455,0.15483746926289882,158.2778708114287,102.20909721315799,9.952664268583968,88.194742998822,37.65787838625578,28.17643988201175,39.73893142317349,10.992927551125772,32.260492139073605,8.29269561162907,4.254305792344047,2.481217005051655,9.356376548106205,27.67623606069716,2.571926443811584,11.109985149253056,5.883781961797944,30.573146503041663,0.010610464398584932,4.204728294876876,11.730252940882034
189,49.53599567361997,1.173986323857852,0.07562441051558501,359.28790039600125,277.66578520349566,12.836717234292252,147.30464813451246,73.43963729224755,51.539327717002166,61.7724152821533,19.315767069580367,42.36284169957733,9.866350571301494,7.192554371210753,0.8999960709800426,8.334151546403207,81.50985712383395,2.0089436125553055,20.960564225003353,3.275532034317889,45.4894379011053,0.005265191880786373,6.387564904331493,15.135286949661056
191,49.336309154909564,1.1772707198934602,0.06895633160279341,369.01998195945345,295.82017306227505,13.243423383831551,148.1943140329506,76.71344683060336,55.26774034314445,63.05940793209927,19.96984884468653,43.621829645490074,9.968918285661973,7.359384649080189,0.8320847672093981,8.566618920836474,83.09141741003542,1.9410581641593825,21.56179558708253,3.1661715140205167,46.11152225023388,0.005876039855367885,6.247632467604871,14.908322581363443
193,49.8250338481474,1.2200004127495248,0.06565129249812965,386.6636028800648,327.1066356123342,13.964153959731316,151.53619588582197,82.27351569802241,61.546379823856526,65.22065803876895,21.20164053592051,46.20674836339376,10.148520016642918,7.675197652671966,0.8299713771745931,9.069623666903711,85.98699052671903,1.8726088364729536,22.75823343670708,2.9990338285367812,47.57934504349792,0.006662066432973782,6.631946968570166,14.750208752132417
195,50.19608451023707,1.1869991693920952,0.09829278823318963,317.0576520479167,220.5432182063912,11.107649931116578,139.4539272338554,62.365298362152764,40.15134513806437,55.27093199056078,16.813458983687,37.09465375015826,9.665467546919611,6.475259410247124,1.2210792897888185,7.809475745723354,75.07788389866363,2.3073170771910445,18.66298596261344,3.7487550491887123,42.07588300349184,0.0038425621346713304,7.643352817378426,15.50614904581811
197,49.238875832527214,1.1355130516582586,0.07762203886329273,345.2140028390323,258.2622051148558,12.41619238801917,144.13938639226131,69.82542549240755,48.03400075026537,60.24650032408756,18.549686310235387,40.735427034336155,9.770735862240643,6.955327671660706,0.8991825105959549,8.044287701393028,78.92050589771661,2.066622978078716,20.14760423618719,3.3884215040102896,44.29862721921561,0.005253500272060666,6.084556562333326,15.131828478973683
199,48.103114258851576,1.1407041665702782,0.037939365402132434,287.79266610107186,189.5853088351609,10.922434471432892,129.75487553873526,55.48029072892517,34.22056481773167,50.895727740460536,14.4112886538726,33.62742217383667,9.0811393484709,5.9793443391595575,0.867596459006802,6.803119658107668,73.57924158564737,2.3105948310939928,16.85796818593515,3.6918870073599077,37.639658457489276,0.0024942397168366184,4.991032876538868,14.386413784123363
201,54.12263126042071,1.5345743604056583,0.11425921634294349,258.5401253094496,157.25065141530905,9.473682455909168,122.20816685615523,43.98317517263319,28.046341615043634,45.49915824161016,12.958858058339171,28.995858758462624,9.66139726292422,5.1329350751211855,2.1580289090677134,8.255180372300442,70.41021318269412,2.916110261617609,16.577697998667997,4.2503077178307915,36.69484616046369,0.0034308513802561048,7.216164308858319,16.70594714730881
203,49.129370660793434,1.1744546007295178,0.06729447605630794,369.00812234546515,296.88007514362823,13.231615703226163,147.9385051562054,76.87528636499233,55.41327937244227,62.824608416588106,19.90459939768035,43.48026509289594,9.967991007809724,7.358707715152818,0.810296721160423,8.551899914537964,82.96682531714052,1.9329493107853946,21.545658620597795,3.1538872881331215,45.98657754143783,0.005968474089742392,6.199624845825016,14.847319923757732
205,50.139038507083576,1.332483417945622,0.08650637295916846,291.53666918992474,191.63180811689358,10.614674361660919,132.69404718278108,53.959699237900985,34.825877246150334,51.022064272148086,14.572508474585161,33.864055116133116,9.439459476963266,5.8363557403976545,1.3608702337861032,7.595205773749095,73.83694505544123,2.464910325114072,17.553590265070103,3.7210463980927564,38.742048222744195,0.0026922922497041374,7.1746851010767925,15.655730058831267
207,47.544743249061696,1.062360476736217,0.06599482220579805,317.83860082497023,217.51008295270793,11.402721992895394,136.9319327172112,62.68450753843302,39.58063102047198,56.29320946227729,16.515567086608673,36.20910483231979,9.48053232135746,6.498787003036488,0.7691331381596405,7.223309085166967,75.12283108453465,2.129541760316611,18.273658349558442,3.6224089078996027,41.251380850383846,0.004274485159302406,4.971963242879698,14.917472029939589
209,47.03750762668585,1.0449129655671023,0.03769207010833459,274.6778154635231,175.92675385863473,10.523491694856597,125.10710736241863,54.18535676481429,31.448617874384162,49.981094849410766,14.036978732316873,30.787676842288295,9.095341918438939,5.876537478312505,0.7516815928720637,6.527887162593297,71.49352747430845,2.3152584642966083,16.028859937065825,3.961295371561457,36.48974625057465,0.003578321595248269,3.874700489639189,14.164702139805001
