phenotype,outcome,feature,mean_abs_shap,relative_shap,total_mean_abs_shap
enigma,epilepsy_ltle,Sncg,0.009119000459541999,0.013234144506684288,0.6890509964536191
enigma,epilepsy_ltle,Sst,0.03615557839326312,0.05247155664725433,0.6890509964536191
enigma,epilepsy_ltle,Sst Chodl,0.01434346519275682,0.02081626072174514,0.6890509964536191
enigma,epilepsy_ltle,VLMC,0.01748491615252307,0.02537535863457677,0.6890509964536191
enigma,epilepsy_ltle,Vip,0.06821619341110836,0.09900021008923986,0.6890509964536191
enigma,depression,Astro,0.008989679822583446,0.05298514741062028,0.16966414668842775
enigma,depression,Chandelier,0.007930304337355663,0.0467411913014181,0.16966414668842775
enigma,depression,Endo,0.0017264585702964315,0.010175741923052904,0.16966414668842775
enigma,depression,L2/3 IT,0.0052469518191909535,0.030925519160076215,0.16966414668842775
enigma,depression,L4 IT,0.004565067417553655,0.026906494428295284,0.16966414668842775
enigma,depression,L5 ET,0.006400417872249099,0.03772404480955464,0.16966414668842775
enigma,depression,L5 IT,0.025491591652881375,0.15024736899596286,0.16966414668842775
enigma,depression,L5/6 NP,0.005079295326854665,0.029937352269140946,0.16966414668842775
enigma,depression,L6 CT,0.004800372354697396,0.02829338106130831,0.16966414668842775
enigma,depression,L6 IT,0.004859962098795849,0.028644602844233865,0.16966414668842775
enigma,depression,L6 IT Car3,0.00541364965920529,0.031908035756941316,0.16966414668842775
enigma,depression,L6b,0.013374582472650538,0.07882975120967485,0.16966414668842775
enigma,depression,Lamp5,0.016432083399497366,0.09685065301199636,0.16966414668842775
enigma,depression,Lamp5_Lhx6,0.00439100932923752,0.02588059654878762,0.16966414668842775
enigma,depression,Micro-PVM,0.004210042056321302,0.024813975954817654,0.16966414668842775
enigma,depression,OPC,0.004167899397484165,0.02456558724300261,0.16966414668842775
enigma,depression,Oligo,0.002180511245609203,0.01285192710522104,0.16966414668842775
enigma,depression,Pax6,0.005678272471478016,0.03346772186292034,0.16966414668842775
enigma,depression,Pvalb,0.008633204065297622,0.0508840803069118,0.16966414668842775
enigma,depression,Sncg,0.006752617847126373,0.039799910463858466,0.16966414668842775
enigma,depression,Sst,0.009998261621001953,0.05892972567364406,0.16966414668842775
enigma,depression,Sst Chodl,0.0017255468444299332,0.010170368213378267,0.16966414668842775
enigma,depression,VLMC,0.0014342866765008101,0.008453681608611999,0.16966414668842775
enigma,depression,Vip,0.010182078330129138,0.060013140836570306,0.16966414668842775
enigma,ocd,Astro,0.002152706637057552,0.06267235359457907,0.03434858456063717
enigma,ocd,Chandelier,0.0013093077727507354,0.038118245322142835,0.03434858456063717
enigma,ocd,Endo,0.0016116388619561365,0.04692009532768475,0.03434858456063717
enigma,ocd,L2/3 IT,0.00035950521166670525,0.010466376308230513,0.03434858456063717
enigma,ocd,L4 IT,0.0013574343948081834,0.03951936920171603,0.03434858456063717
enigma,ocd,L5 ET,0.002756807625291748,0.08025971551826323,0.03434858456063717
enigma,ocd,L5 IT,0.003100588144148896,0.09026829442346546,0.03434858456063717
enigma,ocd,L5/6 NP,0.0009991430968226498,0.029088333903797857,0.03434858456063717
enigma,ocd,L6 CT,0.0005640382052982783,0.01642100285974099,0.03434858456063717
enigma,ocd,L6 IT,0.0015511713360449033,0.045159687244362215,0.03434858456063717
enigma,ocd,L6 IT Car3,0.0028675535409041454,0.08348389249757639,0.03434858456063717
enigma,ocd,L6b,0.0020273039256796387,0.059021469199138143,0.03434858456063717
enigma,ocd,Lamp5,0.002065790278402003,0.060141933207034086,0.03434858456063717
enigma,ocd,Lamp5_Lhx6,0.0006064831331018387,0.017656713976996214,0.03434858456063717
enigma,ocd,Micro-PVM,0.0015546505837298016,0.04526097956046206,0.03434858456063717
enigma,ocd,OPC,0.0009420091018716256,0.027424975844598562,0.03434858456063717
