branch,layer,ctype,r_obs,p_value,n_perm_used,p_adjusted,reject_H0
within_layer__clr_false__thickness_relative,l3,Oligo,-0.001217777412732691,0.6006655574043261,600,0.7666389351081531,False
within_layer__clr_false__thickness_relative,l3,Pax6,-0.06693590627867912,0.800332778702163,600,0.8438291253707588,False
within_layer__clr_false__thickness_relative,l3,Pvalb,-0.2000926242929062,0.800332778702163,600,0.8438291253707588,False
within_layer__clr_false__thickness_relative,l3,Sncg,0.1509628021002008,0.800332778702163,600,0.8438291253707588,False
within_layer__clr_false__thickness_relative,l3,Sst,0.384828503203568,0.20133111480865223,600,0.44384359400998336,False
within_layer__clr_false__thickness_relative,l3,Vip,0.39708428863994905,0.20133111480865223,600,0.44384359400998336,False
within_layer__clr_false__thickness_relative,l4,Astro,0.17612060724106668,0.20133111480865223,600,0.44384359400998336,False
within_layer__clr_false__thickness_relative,l4,Chandelier,0.008726285978327253,0.40099833610648916,600,0.6482806433721574,False
within_layer__clr_false__thickness_relative,l4,Endo,-0.03717407502834491,0.40099833610648916,600,0.6482806433721574,False
within_layer__clr_false__thickness_relative,l4,L2/3 IT,0.5001501512093417,0.0016638935108153079,600,0.007685603359480231,True
within_layer__clr_false__thickness_relative,l4,L4 IT,0.3576958510263252,0.20133111480865223,600,0.44384359400998336,False
within_layer__clr_false__thickness_relative,l4,L5 ET,0.33431405393248365,0.0016638935108153079,600,0.007685603359480231,True
within_layer__clr_false__thickness_relative,l4,L5 IT,0.23271962644800262,0.20133111480865223,600,0.44384359400998336,False
within_layer__clr_false__thickness_relative,l4,L5/6 NP,0.6487216495527641,0.0016638935108153079,600,0.007685603359480231,True
within_layer__clr_false__thickness_relative,l4,Lamp5,0.4670563846322956,0.0016638935108153079,600,0.007685603359480231,True
within_layer__clr_false__thickness_relative,l4,Lamp5_Lhx6,0.6170436703879112,0.0016638935108153079,600,0.007685603359480231,True
within_layer__clr_false__thickness_relative,l4,Micro-PVM,-0.15594017149654912,0.800332778702163,600,0.8438291253707588,False
within_layer__clr_false__thickness_relative,l4,OPC,0.31262778920538453,0.0016638935108153079,600,0.007685603359480231,True
within_layer__clr_false__thickness_relative,l4,Oligo,0.5117795740298662,0.0016638935108153079,600,0.007685603359480231,True
within_layer__clr_false__thickness_relative,l4,Pax6,0.49501369920322974,0.0016638935108153079,600,0.007685603359480231,True
within_layer__clr_false__thickness_relative,l4,Pvalb,0.3444904942751055,0.20133111480865223,600,0.44384359400998336,False
within_layer__clr_false__thickness_relative,l4,Sncg,0.18221761626718336,0.20133111480865223,600,0.44384359400998336,False
within_layer__clr_false__thickness_relative,l4,Sst,0.2289134955731657,0.20133111480865223,600,0.44384359400998336,False
within_layer__clr_false__thickness_relative,l4,Vip,0.2722876662804684,0.20133111480865223,600,0.44384359400998336,False
within_layer__clr_false__thickness_relative,l5,Astro,0.28132298214514523,0.20133111480865223,600,0.44384359400998336,False
within_layer__clr_false__thickness_relative,l5,Chandelier,0.4809611884298379,0.20133111480865223,600,0.44384359400998336,False
within_layer__clr_false__thickness_relative,l5,Endo,0.002187902208266278,0.40099833610648916,600,0.6482806433721574,False
