branch,layer,ctype,correlation,p_value,reject_H0,p_adjusted
within_layer__clr_true__thickness_absolute,l4,OPC,-0.20645825340112564,0.5314685314685315,False,0.6966546966546967
within_layer__clr_true__thickness_absolute,l4,Oligo,0.4866334032013974,0.03296703296703297,False,0.1598901098901099
within_layer__clr_true__thickness_absolute,l4,Pax6,0.2430677383192617,0.33666333666333664,False,0.5353498960056337
within_layer__clr_true__thickness_absolute,l4,Pvalb,0.2795371469882206,0.17882117882117882,False,0.3770794422968336
within_layer__clr_true__thickness_absolute,l4,Sncg,-0.3655433115142844,0.07692307692307693,False,0.2261072261072261
within_layer__clr_true__thickness_absolute,l4,Sst,-0.2453254267551983,0.17382617382617382,False,0.3746919746919747
within_layer__clr_true__thickness_absolute,l4,Vip,-0.031815041758343175,0.9080919080919081,False,0.9574447291838597
within_layer__clr_true__thickness_absolute,l5,Astro,0.07140033373817915,0.8311688311688312,False,0.9496503496503497
within_layer__clr_true__thickness_absolute,l5,Chandelier,0.5714247846781706,0.08391608391608392,False,0.23940765117235707
within_layer__clr_true__thickness_absolute,l5,Endo,0.2897587693705934,0.34765234765234765,False,0.5439077051980278
within_layer__clr_true__thickness_absolute,l5,L4 IT,-0.29211140943836317,0.24775224775224775,False,0.445036445036445
within_layer__clr_true__thickness_absolute,l5,L5 ET,0.4082448213183592,0.3806193806193806,False,0.5768762487512488
within_layer__clr_true__thickness_absolute,l5,L5 IT,-0.5585299048953104,0.04495504495504495,False,0.1737572772055531
within_layer__clr_true__thickness_absolute,l5,L5/6 NP,-0.462512991794279,0.17382617382617382,False,0.3746919746919747
within_layer__clr_true__thickness_absolute,l5,L6 CT,-0.5904507585505435,0.001998001998001998,True,0.021534021534021532
within_layer__clr_true__thickness_absolute,l5,L6 IT,-0.6806000573375169,0.000999000999000999,True,0.013843299557585273
within_layer__clr_true__thickness_absolute,l5,L6 IT Car3,-0.1976727363770791,0.6683316683316683,False,0.8530022608969978
within_layer__clr_true__thickness_absolute,l5,L6b,-0.5375165275250603,0.005994005994005994,True,0.044724506262967804
within_layer__clr_true__thickness_absolute,l5,Lamp5,-0.31808000534068265,0.46253746253746253,False,0.637376707799243
within_layer__clr_true__thickness_absolute,l5,Lamp5_Lhx6,-0.5860721113690422,0.04395604395604396,False,0.1737572772055531
within_layer__clr_true__thickness_absolute,l5,Micro-PVM,0.7287406337795225,0.001998001998001998,True,0.021534021534021532
within_layer__clr_true__thickness_absolute,l5,OPC,0.4988826558777079,0.07392607392607392,False,0.2261072261072261
within_layer__clr_true__thickness_absolute,l5,Oligo,-0.1471510120181289,0.7182817182817183,False,0.904848398354892
within_layer__clr_true__thickness_absolute,l5,Pvalb,-0.2814523716652187,0.5114885114885115,False,0.6796491180052824
within_layer__clr_true__thickness_absolute,l5,Sst,-0.4643486117457056,0.05094905094905095,False,0.1737572772055531
within_layer__clr_true__thickness_absolute,l5,Vip,0.009186850710116332,0.9760239760239761,False,0.99000999000999
within_layer__clr_true__thickness_absolute,l6,Astro,0.0908127614375785,0.8261738261738262,False,0.9496503496503497
within_layer__clr_true__thickness_absolute,l6,Chandelier,0.7277217019286317,0.007992007992007992,False,0.05168165168165168
within_layer__clr_true__thickness_absolute,l6,Endo,0.549229933329427,0.04695304695304695,False,0.1737572772055531
within_layer__clr_true__thickness_absolute,l6,L5 ET,-0.6393089980210165,0.012987012987012988,False,0.07536907536907536
within_layer__clr_true__thickness_absolute,l6,L5 IT,-0.8111789571923133,0.000999000999000999,True,0.013843299557585273
within_layer__clr_true__thickness_absolute,l6,L5/6 NP,-0.731823627333403,0.002997002997002997,True,0.026428117337208245
within_layer__clr_true__thickness_absolute,l6,L6 CT,-0.7896871163732799,0.000999000999000999,True,0.013843299557585273
within_layer__clr_true__thickness_absolute,l6,L6 IT,-0.6174737023882269,0.07592407592407592,False,0.2261072261072261
within_layer__clr_true__thickness_absolute,l6,L6 IT Car3,-0.4445019821889853,0.08691308691308691,False,0.24087341230198372
within_layer__clr_true__thickness_absolute,l6,L6b,-0.7419219202014609,0.000999000999000999,True,0.013843299557585273
within_layer__clr_true__thickness_absolute,l6,Lamp5,0.0037784303943154203,0.99000999000999,False,0.99000999000999
within_layer__clr_true__thickness_absolute,l6,Lamp5_Lhx6,-0.05610932649881557,0.9070929070929071,False,0.9574447291838597
within_layer__clr_true__thickness_absolute,l6,Micro-PVM,0.8146053051183644,0.000999000999000999,True,0.013843299557585273
within_layer__clr_true__thickness_absolute,l6,OPC,0.657932772683745,0.013986013986013986,False,0.07536907536907536
within_layer__clr_true__thickness_absolute,l6,Oligo,0.03761823309000358,0.9300699300699301,False,0.9628456649733246
within_layer__clr_true__thickness_absolute,l6,Pvalb,-0.6820430196526197,0.004995004995004995,True,0.040376290376290376
within_layer__clr_true__thickness_absolute,l6,Sst,-0.6732294431746632,0.000999000999000999,True,0.013843299557585273
within_layer__clr_true__thickness_relative,l1,Astro,-0.249407215063676,0.44655344655344653,False,0.7017659759595244
within_layer__clr_true__thickness_relative,l1,Endo,0.04796759209969305,0.8401598401598401,False,0.969030969030969
within_layer__clr_true__thickness_relative,l1,Lamp5,-0.03340000882063975,0.9180819180819181,False,0.978614791801605
within_layer__clr_true__thickness_relative,l1,Micro-PVM,-0.02210072211523427,0.9560439560439561,False,0.981018981018981
within_layer__clr_true__thickness_relative,l1,OPC,-0.1656955129166203,0.43956043956043955,False,0.7017659759595244
within_layer__clr_true__thickness_relative,l1,Pax6,-0.3193650752562584,0.2177822177822178,False,0.5002904072671515
within_layer__clr_true__thickness_relative,l1,Sncg,0.4149829162353019,0.14185814185814186,False,0.3931497074354217
within_layer__clr_true__thickness_relative,l1,VLMC,-0.1346273984795634,0.6293706293706294,False,0.8721278721278721
within_layer__clr_true__thickness_relative,l2,Astro,0.034518095965015684,0.8521478521478522,False,0.969030969030969
within_layer__clr_true__thickness_relative,l2,Chandelier,-0.16378698525498855,0.34665334665334663,False,0.6226921226921226
within_layer__clr_true__thickness_relative,l2,Endo,-0.19278531139006305,0.2057942057942058,False,0.4868789746838527
within_layer__clr_true__thickness_relative,l2,L2/3 IT,-0.04563800120345189,0.7882117882117882,False,0.969030969030969
within_layer__clr_true__thickness_relative,l2,Lamp5,0.1384692085845596,0.4485514485514486,False,0.7017659759595244
within_layer__clr_true__thickness_relative,l2,Lamp5_Lhx6,0.0380590708843532,0.8531468531468531,False,0.969030969030969
within_layer__clr_true__thickness_relative,l2,Micro-PVM,0.042597353759681,0.8151848151848152,False,0.969030969030969
within_layer__clr_true__thickness_relative,l2,OPC,0.10705980110009436,0.4865134865134865,False,0.737372002997003
within_layer__clr_true__thickness_relative,l2,Pax6,0.5480356842235126,0.000999000999000999,True,0.01938061938061938
within_layer__clr_true__thickness_relative,l2,Pvalb,-0.07788715881437408,0.6643356643356644,False,0.8827473895967047
within_layer__clr_true__thickness_relative,l2,Sncg,0.5573842741399945,0.000999000999000999,True,0.01938061938061938
within_layer__clr_true__thickness_relative,l2,Sst,-0.0032182407301138863,0.981018981018981,False,0.981018981018981
within_layer__clr_true__thickness_relative,l2,Vip,0.232382215810869,0.12187812187812187,False,0.36944305694305696
within_layer__clr_true__thickness_relative,l3,Astro,-0.2306551681975282,0.35664335664335667,False,0.6289891926255563
within_layer__clr_true__thickness_relative,l3,Chandelier,-0.2071602314852768,0.4825174825174825,False,0.737372002997003
within_layer__clr_true__thickness_relative,l3,Endo,-0.09189652883008859,0.6603396603396603,False,0.8827473895967047
within_layer__clr_true__thickness_relative,l3,L2/3 IT,0.1537131074424335,0.5704295704295704,False,0.8383586110858838
within_layer__clr_true__thickness_relative,l3,L4 IT,-0.28352192574708157,0.06893106893106893,False,0.2785964035964036
within_layer__clr_true__thickness_relative,l3,L5 ET,0.10891513196672269,0.7422577422577422,False,0.9473552763026447
within_layer__clr_true__thickness_relative,l3,L5 IT,-0.07372078068489112,0.7942057942057942,False,0.969030969030969
within_layer__clr_true__thickness_relative,l3,L5/6 NP,0.1510454994363117,0.5914085914085914,False,0.8436269612740201
within_layer__clr_true__thickness_relative,l3,L6 CT,0.1289748354722376,0.6003996003996004,False,0.8440400179530614
within_layer__clr_true__thickness_relative,l3,L6 IT,-0.07609551621216047,0.7622377622377622,False,0.960221596585233
within_layer__clr_true__thickness_relative,l3,L6 IT Car3,0.19215319731650446,0.42857142857142855,False,0.7017659759595244
within_layer__clr_true__thickness_relative,l3,L6b,0.24919465776572775,0.32167832167832167,False,0.6106723465214032
within_layer__clr_true__thickness_relative,l3,Lamp5,0.22122048793569563,0.32967032967032966,False,0.6106723465214032
within_layer__clr_true__thickness_relative,l3,Lamp5_Lhx6,0.18201125690614395,0.4995004995004995,False,0.7454084377161301
within_layer__clr_true__thickness_relative,l3,Micro-PVM,-0.12700914828801385,0.6413586413586414,False,0.8762223691801158
within_layer__clr_true__thickness_relative,l3,OPC,-0.33915519716241593,0.18681318681318682,False,0.4696073157611619
within_layer__clr_true__thickness_relative,l3,Oligo,0.006548972362558354,0.9790209790209791,False,0.981018981018981
within_layer__clr_true__thickness_relative,l3,Pax6,-0.0165956475259843,0.9590409590409591,False,0.981018981018981
within_layer__clr_true__thickness_relative,l3,Pvalb,-0.25923336407489944,0.26073926073926074,False,0.562037962037962
within_layer__clr_true__thickness_relative,l3,Sncg,0.22598829186861408,0.1888111888111888,False,0.4696073157611619
within_layer__clr_true__thickness_relative,l3,Sst,0.2546679535094926,0.3046953046953047,False,0.6031723378662155
within_layer__clr_true__thickness_relative,l3,Vip,0.4429753319926435,0.09090909090909091,False,0.31744117951014506
within_layer__clr_true__thickness_relative,l4,Astro,-0.3923443070435686,0.1038961038961039,False,0.3359307359307359
within_layer__clr_true__thickness_relative,l4,Chandelier,-0.4024295373304011,0.06593406593406594,False,0.2785964035964036
within_layer__clr_true__thickness_relative,l4,Endo,-0.017417465918933863,0.8851148851148851,False,0.9754911754911755
within_layer__clr_true__thickness_relative,l4,L2/3 IT,0.48007141551568033,0.001998001998001998,True,0.027686599115170546
within_layer__clr_true__thickness_relative,l4,L4 IT,0.3692002826058859,0.27472527472527475,False,0.5772950453801519
within_layer__clr_true__thickness_relative,l4,L5 ET,-0.07950833955528566,0.8191808191808192,False,0.969030969030969
within_layer__clr_true__thickness_relative,l4,L5 IT,-0.19338889196439185,0.2977022977022977,False,0.6016067266067266
within_layer__clr_true__thickness_relative,l4,L5/6 NP,0.5954776050591774,0.004995004995004995,True,0.0372704218858065
within_layer__clr_true__thickness_relative,l4,Lamp5,0.3252400495373034,0.13386613386613386,False,0.39046247869777284
within_layer__clr_true__thickness_relative,l4,Lamp5_Lhx6,0.554012003902627,0.008991008991008992,False,0.062294848009133735
within_layer__clr_true__thickness_relative,l4,Micro-PVM,-0.5923262345219077,0.012987012987012988,False,0.07873376623376624
within_layer__clr_true__thickness_relative,l4,OPC,-0.08540595198387742,0.8051948051948052,False,0.969030969030969
within_layer__clr_true__thickness_relative,l4,Oligo,0.44349989069381407,0.05194805194805195,False,0.2399505256648114
within_layer__clr_true__thickness_relative,l4,Pax6,0.37991422111978257,0.07192807192807193,False,0.27908091908091914
within_layer__clr_true__thickness_relative,l4,Pvalb,0.20182067944927556,0.3336663336663337,False,0.6106723465214032
within_layer__clr_true__thickness_relative,l4,Sncg,-0.2737160732195808,0.19880119880119881,False,0.48209290709290714
within_layer__clr_true__thickness_relative,l4,Sst,-0.24042731539808307,0.23876123876123875,False,0.5263600036327309
within_layer__clr_true__thickness_relative,l4,Vip,-0.007656938738619604,0.971028971028971,False,0.981018981018981
within_layer__clr_true__thickness_relative,l5,Astro,-0.05392475494417974,0.8691308691308691,False,0.969030969030969
within_layer__clr_true__thickness_relative,l5,Chandelier,0.5589377833778737,0.01098901098901099,False,0.07106227106227106
within_layer__clr_true__thickness_relative,l5,Endo,0.11604029054052602,0.6803196803196803,False,0.8917703917703917
within_layer__clr_true__thickness_relative,l5,L4 IT,-0.17871710358072837,0.4155844155844156,False,0.6950291088222124
within_layer__clr_true__thickness_relative,l5,L5 ET,0.4778088104284933,0.0919080919080919,False,0.31744117951014506
within_layer__clr_true__thickness_relative,l5,L5 IT,-0.39966798434717066,0.13686313686313686,False,0.39046247869777284
within_layer__clr_true__thickness_relative,l5,L5/6 NP,-0.33609493213571506,0.27972027972027974,False,0.5772950453801519
within_layer__clr_true__thickness_relative,l5,L6 CT,-0.1848230711411271,0.3866133866133866,False,0.6579210263420789
within_layer__clr_true__thickness_relative,l5,L6 IT,-0.40192521130756714,0.09490509490509491,False,0.31744117951014506
within_layer__clr_true__thickness_relative,l5,L6 IT Car3,-0.36272969895230606,0.16583416583416583,False,0.4468309468309468
within_layer__clr_true__thickness_relative,l5,L6b,-0.2988322042578301,0.17682317682317683,False,0.4635634635634636
within_layer__clr_true__thickness_relative,l5,Lamp5,-0.06138300831967556,0.8651348651348651,False,0.969030969030969
within_layer__clr_true__thickness_relative,l5,Lamp5_Lhx6,-0.31303278592864114,0.3246753246753247,False,0.6106723465214032
within_layer__clr_true__thickness_relative,l5,Micro-PVM,0.4240210320808992,0.08591408591408592,False,0.31744117951014506
within_layer__clr_true__thickness_relative,l5,OPC,0.4675245572101108,0.03396603396603397,False,0.1785057048214943
within_layer__clr_true__thickness_relative,l5,Oligo,-0.19082147180560258,0.5894105894105894,False,0.8436269612740201
within_layer__clr_true__thickness_relative,l5,Pvalb,-0.35123124708735487,0.2217782217782218,False,0.5002904072671515
within_layer__clr_true__thickness_relative,l5,Sst,-0.3604456348130328,0.11588411588411589,False,0.3626051367986852
within_layer__clr_true__thickness_relative,l5,Vip,0.16764459262183895,0.3646353646353646,False,0.6316005423148281
within_layer__clr_true__thickness_relative,l6,Astro,0.035636524937889005,0.9430569430569431,False,0.981018981018981
within_layer__clr_true__thickness_relative,l6,Chandelier,0.8020440017359809,0.000999000999000999,True,0.01938061938061938
within_layer__clr_true__thickness_relative,l6,Endo,0.5565697883101006,0.03696303696303696,False,0.17927072927072926
within_layer__clr_true__thickness_relative,l6,L5 ET,-0.6165046987477029,0.02197802197802198,False,0.12540400775694896
within_layer__clr_true__thickness_relative,l6,L5 IT,-0.8005566424308312,0.002997002997002997,True,0.0323010323010323
within_layer__clr_true__thickness_relative,l6,L5/6 NP,-0.5271431281170882,0.03496503496503497,False,0.1785057048214943
within_layer__clr_true__thickness_relative,l6,L6 CT,-0.8138236419168188,0.000999000999000999,True,0.01938061938061938
within_layer__clr_true__thickness_relative,l6,L6 IT,-0.8033736636959601,0.000999000999000999,True,0.01938061938061938
within_layer__clr_true__thickness_relative,l6,L6 IT Car3,-0.4350887385877684,0.06693306693306693,False,0.2785964035964036
within_layer__clr_true__thickness_relative,l6,L6b,-0.6849603749066785,0.001998001998001998,True,0.027686599115170546
within_layer__clr_true__thickness_relative,l6,Lamp5,-0.05104649687094863,0.9050949050949051,False,0.9754911754911755
within_layer__clr_true__thickness_relative,l6,Lamp5_Lhx6,-0.057219395477827284,0.9010989010989011,False,0.9754911754911755
within_layer__clr_true__thickness_relative,l6,Micro-PVM,0.7363872344834013,0.004995004995004995,True,0.0372704218858065
within_layer__clr_true__thickness_relative,l6,OPC,0.7225867265551409,0.003996003996003996,True,0.03523748978294433
within_layer__clr_true__thickness_relative,l6,Oligo,-0.1541619256985463,0.7412587412587412,False,0.9473552763026447
within_layer__clr_true__thickness_relative,l6,Pvalb,-0.6975055103205658,0.003996003996003996,True,0.03523748978294433
within_layer__clr_true__thickness_relative,l6,Sst,-0.6297469757122526,0.002997002997002997,True,0.0323010323010323
within_region_cross_layer__clr_false__thickness_absolute,l1,Astro,0.3251727669990703,0.4045954045954046,False,0.6132149100899101
within_region_cross_layer__clr_false__thickness_absolute,l1,Endo,0.13499749854809828,0.3996003996003996,False,0.6132149100899101
within_region_cross_layer__clr_false__thickness_absolute,l1,Lamp5,0.571548833497111,0.17782217782217782,False,0.3749728532337228
within_region_cross_layer__clr_false__thickness_absolute,l1,Micro-PVM,-0.20330051686170206,0.6033966033966034,False,0.7316183816183817
within_region_cross_layer__clr_false__thickness_absolute,l1,OPC,0.28461612014855614,0.4305694305694306,False,0.6398454486689782
within_region_cross_layer__clr_false__thickness_absolute,l1,Pax6,0.2410637866840686,0.4485514485514486,False,0.6398454486689782
within_region_cross_layer__clr_false__thickness_absolute,l1,Sncg,0.4028867363695447,0.4485514485514486,False,0.6398454486689782
within_region_cross_layer__clr_false__thickness_absolute,l1,VLMC,0.28086677311136793,0.13386613386613386,False,0.31147424004566865
within_region_cross_layer__clr_false__thickness_absolute,l2,Astro,0.12329717937988866,0.5804195804195804,False,0.7316183816183817
within_region_cross_layer__clr_false__thickness_absolute,l2,Chandelier,-0.20038549764771912,0.5444555444555444,False,0.7136782136782137
within_region_cross_layer__clr_false__thickness_absolute,l2,Endo,-0.11581130404332736,0.6023976023976024,False,0.7316183816183817
within_region_cross_layer__clr_false__thickness_absolute,l2,L2/3 IT,0.10602349371309669,0.6863136863136863,False,0.7925288996717568
within_region_cross_layer__clr_false__thickness_absolute,l2,Lamp5,0.3630323780323368,0.19880119880119881,False,0.4017440892440893
within_region_cross_layer__clr_false__thickness_absolute,l2,Lamp5_Lhx6,0.3822331439692468,0.16083916083916083,False,0.3531579531579532
within_region_cross_layer__clr_false__thickness_absolute,l2,Micro-PVM,0.07001026074124068,0.8091908091908092,False,0.8985559894650804
within_region_cross_layer__clr_false__thickness_absolute,l2,OPC,0.18340667277460593,0.6123876123876124,False,0.7333530666864
within_region_cross_layer__clr_false__thickness_absolute,l2,Pax6,0.5667402839133808,0.015984015984015984,False,0.062017982017982025
within_region_cross_layer__clr_false__thickness_absolute,l2,Pvalb,-0.17898702145454762,0.5314685314685315,False,0.7061979116773637
within_region_cross_layer__clr_false__thickness_absolute,l2,Sncg,0.4829392752995095,0.07692307692307693,False,0.21945701357466066
within_region_cross_layer__clr_false__thickness_absolute,l2,Sst,-0.0058314972569506835,0.988011988011988,False,0.988011988011988
within_region_cross_layer__clr_false__thickness_absolute,l2,Vip,0.2944071641029334,0.15184815184815184,False,0.3425411797504821
within_region_cross_layer__clr_false__thickness_absolute,l3,Astro,0.235282653726714,0.3246753246753247,False,0.5248917748917749
within_region_cross_layer__clr_false__thickness_absolute,l3,Chandelier,0.24678391039818393,0.24475524475524477,False,0.4668967396240123
within_region_cross_layer__clr_false__thickness_absolute,l3,Endo,0.12238696709754011,0.5074925074925075,False,0.6933348341799047
within_region_cross_layer__clr_false__thickness_absolute,l3,L2/3 IT,0.051359757446851576,0.8991008991008991,False,0.9578106104421894
within_region_cross_layer__clr_false__thickness_absolute,l3,L4 IT,-0.25018466109723,0.47352647352647353,False,0.661709718852576
within_region_cross_layer__clr_false__thickness_absolute,l3,L5 ET,-0.02626964476842442,0.938061938061938,False,0.9578106104421894
within_region_cross_layer__clr_false__thickness_absolute,l3,L5 IT,-0.2940123529852907,0.24975024975024976,False,0.4668967396240123
within_region_cross_layer__clr_false__thickness_absolute,l3,L5/6 NP,-0.09647030198697665,0.7862137862137862,False,0.8867760146829915
within_region_cross_layer__clr_false__thickness_absolute,l3,L6 CT,-0.028517346615582792,0.9330669330669331,False,0.9578106104421894
within_region_cross_layer__clr_false__thickness_absolute,l3,L6 IT,-0.5400448204550341,0.002997002997002997,True,0.01530048898469951
within_region_cross_layer__clr_false__thickness_absolute,l3,L6 IT Car3,-0.09916688798950639,0.8151848151848152,False,0.8985559894650804
within_region_cross_layer__clr_false__thickness_absolute,l3,L6b,0.040290187285486244,0.9100899100899101,False,0.9578106104421894
within_region_cross_layer__clr_false__thickness_absolute,l3,Lamp5,0.14828436501705983,0.6353646353646354,False,0.7425345738598751
within_region_cross_layer__clr_false__thickness_absolute,l3,Lamp5_Lhx6,0.09259641593892572,0.7762237762237763,False,0.8858083093377211
within_region_cross_layer__clr_false__thickness_absolute,l3,Micro-PVM,0.24339973828089384,0.23076923076923078,False,0.456828885400314
within_region_cross_layer__clr_false__thickness_absolute,l3,OPC,-0.055915308983289475,0.8641358641358642,False,0.9313464313464314
within_region_cross_layer__clr_false__thickness_absolute,l3,Oligo,-0.15694006994503795,0.5894105894105894,False,0.7316183816183817
within_region_cross_layer__clr_false__thickness_absolute,l3,Pax6,0.17155001277637935,0.5234765234765235,False,0.7052392052392052
within_region_cross_layer__clr_false__thickness_absolute,l3,Pvalb,-0.21107321144085484,0.2627372627372627,False,0.4668967396240123
within_region_cross_layer__clr_false__thickness_absolute,l3,Sncg,0.008871869549537543,0.98001998001998,False,0.988011988011988
within_region_cross_layer__clr_false__thickness_absolute,l3,Sst,-0.02698643178075239,0.9270729270729271,False,0.9578106104421894
within_region_cross_layer__clr_false__thickness_absolute,l3,Vip,0.17797213709502613,0.5874125874125874,False,0.7316183816183817
within_region_cross_layer__clr_false__thickness_absolute,l4,Astro,0.7817279893473628,0.000999000999000999,True,0.00646020646020646
within_region_cross_layer__clr_false__thickness_absolute,l4,Chandelier,0.7306040405731531,0.000999000999000999,True,0.00646020646020646
within_region_cross_layer__clr_false__thickness_absolute,l4,Endo,0.6721060502981079,0.003996003996003996,True,0.01938061938061938
within_region_cross_layer__clr_false__thickness_absolute,l4,L2/3 IT,0.76668091812835,0.000999000999000999,True,0.00646020646020646
within_region_cross_layer__clr_false__thickness_absolute,l4,L4 IT,0.6568924043884459,0.014985014985014986,False,0.062017982017982025
within_region_cross_layer__clr_false__thickness_absolute,l4,L5 ET,0.7827374428418942,0.000999000999000999,True,0.00646020646020646
within_region_cross_layer__clr_false__thickness_absolute,l4,L5 IT,0.6569895631003796,0.015984015984015984,False,0.062017982017982025
within_region_cross_layer__clr_false__thickness_absolute,l4,L5/6 NP,0.7792602425120677,0.000999000999000999,True,0.00646020646020646
within_region_cross_layer__clr_false__thickness_absolute,l4,Lamp5,0.7903856000606927,0.000999000999000999,True,0.00646020646020646
within_region_cross_layer__clr_false__thickness_absolute,l4,Lamp5_Lhx6,0.7816137369384698,0.000999000999000999,True,0.00646020646020646
within_region_cross_layer__clr_false__thickness_absolute,l4,Micro-PVM,0.7715032963132228,0.000999000999000999,True,0.00646020646020646
within_region_cross_layer__clr_false__thickness_absolute,l4,OPC,0.7799689874724776,0.000999000999000999,True,0.00646020646020646
within_region_cross_layer__clr_false__thickness_absolute,l4,Oligo,0.79693944548569,0.000999000999000999,True,0.00646020646020646
within_region_cross_layer__clr_false__thickness_absolute,l4,Pax6,0.7693074202372625,0.000999000999000999,True,0.00646020646020646
within_region_cross_layer__clr_false__thickness_absolute,l4,Pvalb,0.7515811420887598,0.000999000999000999,True,0.00646020646020646
within_region_cross_layer__clr_false__thickness_absolute,l4,Sncg,0.7605437874182343,0.000999000999000999,True,0.00646020646020646
within_region_cross_layer__clr_false__thickness_absolute,l4,Sst,0.7177946693278598,0.002997002997002997,True,0.01530048898469951
within_region_cross_layer__clr_false__thickness_absolute,l4,Vip,0.7546210554144414,0.000999000999000999,True,0.00646020646020646
within_region_cross_layer__clr_false__thickness_absolute,l5,Astro,0.43147418743350546,0.0939060939060939,False,0.253024753024753
within_region_cross_layer__clr_false__thickness_absolute,l5,Chandelier,0.4496035192703005,0.3126873126873127,False,0.5229425746667127
within_region_cross_layer__clr_false__thickness_absolute,l5,Endo,0.22407858033296638,0.4485514485514486,False,0.6398454486689782
within_region_cross_layer__clr_false__thickness_absolute,l5,L4 IT,0.49429398016706466,0.16383616383616384,False,0.3531579531579532
within_region_cross_layer__clr_false__thickness_absolute,l5,L5 ET,0.5878603568931365,0.07592407592407592,False,0.21945701357466066
within_region_cross_layer__clr_false__thickness_absolute,l5,L5 IT,0.601871816808798,0.022977022977022976,False,0.08254708254708254
within_region_cross_layer__clr_false__thickness_absolute,l5,L5/6 NP,0.7658207036700897,0.000999000999000999,True,0.00646020646020646
within_region_cross_layer__clr_false__thickness_absolute,l5,L6 CT,0.4968397930394383,0.13486513486513488,False,0.31147424004566865
within_region_cross_layer__clr_false__thickness_absolute,l5,L6 IT,0.35426641849183893,0.27972027972027974,False,0.4845154845154846
within_region_cross_layer__clr_false__thickness_absolute,l5,L6 IT Car3,0.4351172402245531,0.12687312687312688,False,0.3076673326673327
within_region_cross_layer__clr_false__thickness_absolute,l5,L6b,0.4929730020649027,0.056943056943056944,False,0.1781766620476298
within_region_cross_layer__clr_false__thickness_absolute,l5,Lamp5,0.30285912274011395,0.4775224775224775,False,0.661709718852576
within_region_cross_layer__clr_false__thickness_absolute,l5,Lamp5_Lhx6,0.4369011959631732,0.2627372627372627,False,0.4668967396240123
within_region_cross_layer__clr_false__thickness_absolute,l5,Micro-PVM,0.5314593208684122,0.03696303696303696,False,0.12805052090766378
within_region_cross_layer__clr_false__thickness_absolute,l5,OPC,0.5422915790461846,0.07092907092907093,False,0.21500374625374624
within_region_cross_layer__clr_false__thickness_absolute,l5,Oligo,0.45911551245078047,0.054945054945054944,False,0.17765567765567764
within_region_cross_layer__clr_false__thickness_absolute,l5,Pvalb,0.6212414341203424,0.022977022977022976,False,0.08254708254708254
within_region_cross_layer__clr_false__thickness_absolute,l5,Sst,0.5363538434484194,0.0989010989010989,False,0.2592812592812593
within_region_cross_layer__clr_false__thickness_absolute,l5,Vip,0.4137844669385213,0.34065934065934067,False,0.5417041974419023
within_region_cross_layer__clr_false__thickness_absolute,l6,Astro,0.4201073543578511,0.32367632367632365,False,0.5248917748917749
within_region_cross_layer__clr_false__thickness_absolute,l6,Chandelier,0.617509980894191,0.1108891108891109,False,0.28305904621694095
within_region_cross_layer__clr_false__thickness_absolute,l6,Endo,0.48208180294592123,0.001998001998001998,True,0.011400364341540813
within_region_cross_layer__clr_false__thickness_absolute,l6,L5 ET,-0.5552563662511119,0.001998001998001998,True,0.011400364341540813
within_region_cross_layer__clr_false__thickness_absolute,l6,L5 IT,0.08466302427373058,0.8371628371628371,False,0.9124134292673618
within_region_cross_layer__clr_false__thickness_absolute,l6,L5/6 NP,0.3193670683632153,0.5884115884115884,False,0.7316183816183817
within_region_cross_layer__clr_false__thickness_absolute,l6,L6 CT,0.295546750395442,0.25274725274725274,False,0.4668967396240123
within_region_cross_layer__clr_false__thickness_absolute,l6,L6 IT,0.5868635064629829,0.005994005994005994,True,0.027686599115170542
within_region_cross_layer__clr_false__thickness_absolute,l6,L6 IT Car3,0.26737697492931783,0.6203796203796204,False,0.7338636972783315
within_region_cross_layer__clr_false__thickness_absolute,l6,L6b,0.533715929114708,0.18581418581418582,False,0.38348885157395796
within_region_cross_layer__clr_false__thickness_absolute,l6,Lamp5,0.5770251662598748,0.11988011988011989,False,0.298163375086452
within_region_cross_layer__clr_false__thickness_absolute,l6,Lamp5_Lhx6,0.6957781405399014,0.012987012987012988,False,0.05726092089728454
within_region_cross_layer__clr_false__thickness_absolute,l6,Micro-PVM,0.42645366582216687,0.2887112887112887,False,0.4913157018420176
within_region_cross_layer__clr_false__thickness_absolute,l6,OPC,0.6356818514569808,0.07992007992007992,False,0.22149279292136434
within_region_cross_layer__clr_false__thickness_absolute,l6,Oligo,0.6448924848935148,0.04795204795204795,False,0.1603913328051259
within_region_cross_layer__clr_false__thickness_absolute,l6,Pvalb,0.5168259867959726,0.2647352647352647,False,0.4668967396240123
within_region_cross_layer__clr_false__thickness_absolute,l6,Sst,0.4568041558017034,0.3936063936063936,False,0.6132149100899101
within_region_cross_layer__clr_false__thickness_relative,l1,Astro,0.3780391246138385,0.16983016983016982,False,0.245873529455619
within_region_cross_layer__clr_false__thickness_relative,l1,Endo,0.2594581773945786,0.1038961038961039,False,0.17680565048986102
within_region_cross_layer__clr_false__thickness_relative,l1,Lamp5,0.459403790674443,0.16883116883116883,False,0.245873529455619
within_region_cross_layer__clr_false__thickness_relative,l1,Micro-PVM,0.17427050376721182,0.5624375624375625,False,0.6129937478252085
