layer,Astro,Chandelier,Endo,L2/3 IT,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5_Lhx6,Micro-PVM,OPC,Oligo,Pax6,Pvalb,Sncg,Sst,VLMC,Vip
l1,0.3780391246138385,,0.2594581773945786,,,,,,,,,,0.459403790674443,,0.17427050376721182,0.22423740530816735,,0.3724306340639624,,0.5469549866249689,,0.20466219430001054,
l2,0.2708176729177512,-0.17615228125108842,-0.01742292838075311,0.30877505909120606,,,,,,,,,0.37611152910165385,0.22347613300534486,0.0802237555926329,0.2855131496227676,,0.4788374278527446,0.10818308837507629,0.3637851637535502,0.15833645179669537,,0.12497332555312216
l3,0.3030594375069006,0.295416669059338,0.07228831129260879,0.000571533834575411,-0.5176137598466379,0.43456446448526465,-0.28335444939564497,0.23862493549488745,0.38639406125187664,-0.038767546032564014,0.37183211418213574,0.4484833846180517,0.43002922323080817,0.38869375434573494,0.06553905971718615,0.22557019885838056,0.17225907571894283,-0.09937929458694425,-0.3407391850330616,0.35876433225202065,0.24685923361640383,,0.2913883889369586
l4,0.8332912105294836,0.7125313789654921,0.7618446071288499,0.816378695320483,0.6273961789751169,0.8349806542468898,0.6434127749034932,0.8414719205421746,,,,,0.87052215821139,0.8572777987512191,0.829375039152461,0.8662183716248197,0.8571371258485935,0.8889007040146669,0.759391010104556,0.8357859689510759,0.7185628404510195,,0.8065586345618595
l5,0.3281443642601883,0.5059254199384274,0.1418328015986267,,0.49438739333194415,0.5633589407667989,0.5906328313610281,0.5624685165308494,0.6139296518997627,0.4584637485689953,0.05624284891804156,0.4636888515166451,0.35090003025937155,0.5133424815464095,0.39791427729049694,0.49737995422407033,0.37398315068885807,,0.5233746121060655,,0.5268840109301766,,0.4552310660113942
l6,0.559402370473005,0.7769837295501831,0.4236902703830324,,,-0.486284454243267,0.26910504112913175,0.6087583435763572,0.39624327364976125,0.39022285103208865,0.55062941959571,0.737067175445468,0.6683090948438816,0.8066906590709662,0.48115621012389037,0.7710145109030383,0.745562523467019,,0.7228000245237286,,0.6771263488428749,,
