phenotype,outcome,feature,mean_abs_shap,relative_shap,total_mean_abs_shap
meg,delta,Astro_1,0.0033545682153833475,0.015706631274499134,0.21357655609002135
meg,delta,Astro_2,0.0011394006116532936,0.005334858059856731,0.21357655609002135
meg,delta,Chandelier_1,0.009947272262594285,0.046574738560732125,0.21357655609002135
meg,delta,Endo_1,0.001177220014281997,0.005511934623507109,0.21357655609002135
meg,delta,L2/3 IT_1,0.0017948542577721634,0.008403798107015276,0.21357655609002135
meg,delta,L2/3 IT_2,0.002137729632080125,0.01000919609912187,0.21357655609002135
meg,delta,L2/3 IT_3,0.003911722078954566,0.01831531583132091,0.21357655609002135
meg,delta,L2/3 IT_4,0.002528279990998667,0.011837816084706463,0.21357655609002135
meg,delta,L2/3 IT_5,0.0030507298657968737,0.014284010949736485,0.21357655609002135
meg,delta,L2/3 IT_6,0.00021695639338355184,0.0010158249451878319,0.21357655609002135
meg,delta,L2/3 IT_7,0.0015720293306302191,0.0073604957370303195,0.21357655609002135
meg,delta,L2/3 IT_8,0.0026132825224896446,0.012235811693621281,0.21357655609002135
meg,delta,L4 IT_1,0.0036197262044655636,0.016948143891504033,0.21357655609002135
meg,delta,L4 IT_2,0.000795790556151987,0.0037260201715049925,0.21357655609002135
meg,delta,L4 IT_3,0.0013395710179105453,0.00627208829674135,0.21357655609002135
meg,delta,L5 ET_1,0.006172306759980155,0.028899739151981463,0.21357655609002135
meg,delta,L5 IT_1,0.004291344315811595,0.020092768580849373,0.21357655609002135
meg,delta,L5 IT_2,0.0017090028505782622,0.008001827924680679,0.21357655609002135
meg,delta,L5 IT_3,0.003669593361698286,0.01718162999197146,0.21357655609002135
meg,delta,L5 IT_4,0.0018518469867929556,0.008670647287768852,0.21357655609002135
meg,delta,L5 IT_5,0.0025176560207474134,0.011788072936648698,0.21357655609002135
meg,delta,L5/6 NP_1,0.0035856407013417327,0.01678855004961502,0.21357655609002135
meg,delta,L5/6 NP_2,0.0028514126163534733,0.01335077533112585,0.21357655609002135
meg,delta,L6 CT_1,0.0008131199270998798,0.0038071590907999948,0.21357655609002135
meg,delta,L6 CT_2,0.0024718136999899404,0.011573431771922028,0.21357655609002135
meg,delta,L6 IT Car3_1,0.0018412304464242386,0.008620938927623546,0.21357655609002135
meg,delta,L6 IT_1,0.001836737764193125,0.008599903462339518,0.21357655609002135
meg,delta,L6 IT_2,0.0003006907739264605,0.001407882866131248,0.21357655609002135
