,Astro_1,Astro_2,Chandelier_1,Endo_1,L2/3 IT_1,L2/3 IT_2,L2/3 IT_3,L2/3 IT_4,L2/3 IT_5,L2/3 IT_6,L2/3 IT_7,L2/3 IT_8,L4 IT_1,L4 IT_2,L4 IT_3,L5 ET_1,L5 IT_1,L5 IT_2,L5 IT_3,L5 IT_4,L5 IT_5,L5/6 NP_1,L5/6 NP_2,L6 CT_1,L6 CT_2,L6 IT Car3_1,L6 IT_1,L6 IT_2,L6 IT_3,L6b_1,L6b_2,L6b_3,Lamp5_1,Lamp5_2,Lamp5_Lhx6_1,Micro-PVM_1,Micro-PVM_2,OPC_1,Oligo_1,Oligo_2,Pax6_1,Pax6_2,Pvalb_1,Pvalb_2,Pvalb_3,Pvalb_4,Pvalb_5,Sncg_1,Sncg_2,Sncg_3,Sncg_4,Sst Chodl_1,Sst_1,Sst_10,Sst_2,Sst_3,Sst_4,Sst_5,Sst_6,Sst_7,Sst_8,Sst_9,VLMC_1,Vip_1,Vip_2,Vip_3,Vip_4,Vip_5,Vip_6,Vip_7,Vip_8,Vip_9
41,9.762960496615896,38.50421611940421,2.1910226254774643,0.22657948631144875,2.5139943395259343,6.308214205293487,10.966035357427772,35.66225903842481,18.274162600634835,88.13342361158917,9.829402820714291,8.589724786430901,33.36584684738053,68.95227963415924,21.938399332606263,8.571370943043839,17.355123385058075,25.824110571248397,38.63374566673348,13.792333075605216,6.730059343176624,0.8937043341250502,36.671739393117306,18.71704080678518,9.235102515394912,10.872892846600601,2.1483645358325734,19.092675043615372,18.0545146805788,12.217431257720484,14.919864468236081,3.970084926547106,5.597319110356024,3.5125708705218868,4.201137055935573,3.006365800806396,0.055567934879832546,9.65087031257402,0.051529240445823965,38.436643442114615,0.9823395635356262,1.8416191365190175,0.7119806125426968,0.20549866414287096,3.3964434382311848,5.608209940781931,2.9143197732378385,0.4595709779448174,3.65320898739078,1.6875009721300527,0.04575126175037534,0.00935516551641595,2.9335227257819536,0.7280787247398234,1.007080803255365,2.216127403821218,4.985865607085431,3.5816218023533817,6.839124855231378,0.16461987514931173,1.3607026330553096,8.17272966793809,7.083520900500908,0.2670192296106299,1.5113318072441406,0.5376240658138594,1.0055015942699443,0.7225089607109826,1.97991945912309,1.509336396726841,4.869755054605855,0.8157474012982794
43,8.827311328917848,37.62345161729794,1.8487200088327778,0.1419240376785147,1.8643277930701523,4.521036744112452,9.032811582403289,37.74066510018192,13.38858388583309,83.43470706542186,11.220359341825842,7.2824223104419525,28.196504826993785,69.18653780195838,26.200107153786977,7.694211640368931,16.912151076685866,19.38575818456592,34.476681351777565,12.401519227369295,4.6524664683294334,0.8604424211422044,31.446349112054893,19.202341338573323,8.778090718832814,15.288614695506341,1.2271798389723063,19.297339408286554,18.67483310469525,10.195792410656425,12.174309885528752,3.3951377558928475,5.095265320058585,3.0925627014393333,3.662852990060499,2.5484875896067045,0.1578917320486004,8.842704409038163,0.07745649375665278,43.92080064005087,0.7458757817246194,1.625550182224069,0.5877166878780472,0.15207076866321761,2.943777955264086,4.981487938501805,2.458034918248478,0.3420891352026025,3.4070865118218103,1.4151859074191169,0.03554220232343508,0.006712069177705485,2.4433688625385437,0.6685517462565429,1.0742890205775897,1.7894302999632685,4.45346535282358,3.0815372417354983,6.105774382018581,0.1070531623445879,0.9784531630934106,7.204431020203464,5.617847488242604,0.2146110955075963,1.3224848217650198,0.4084129721698926,0.8616684387069563,0.6872900454641777,1.6340478633639566,1.4805165796277149,4.3602071568152665,0.6403339201266004
45,8.84786344645912,37.86686743450964,1.9497862118305123,0.12701586573961515,2.0110773791888645,4.637397773107182,9.493649289693447,40.10341834017467,12.63520407995605,86.21104008864057,12.172541521869888,7.206678479160828,29.189965451674183,72.70631371159698,28.508712430822985,7.496315015473771,17.742734669585115,20.33063964087225,36.97470185743493,13.936624160368003,4.571731348749749,0.8202839010539237,32.70706844193289,19.44589974045138,8.564560153290527,14.181272879626329,1.1706942761583297,20.398059957903595,18.499783997318794,10.635831089436945,12.600112357118249,3.7041534182611735,5.278856333093056,3.2850363400968634,3.7912604975171518,2.511177294869824,0.11254088121441322,8.819856499715778,0.08173886246995385,45.48592236675107,0.7629358819228005,1.7695100718453676,0.6076716240715228,0.15836440976273716,3.017238707900775,5.237432278418939,2.497783590666767,0.34926602662749007,3.6094971147982435,1.5263381336659225,0.03488875995217572,0.00730422386824496,2.6257616023568136,0.6824975519765628,1.1140316663853063,1.8664393953355614,4.628949156582026,3.194882260468696,6.265944877920734,0.09970662908634849,1.0002608337771004,7.446000251002135,4.952140408602595,0.2265053679306132,1.3609303212211044,0.4123893694499891,0.8972912403696791,0.7137859637575134,1.6859758175560748,1.5818251553575315,4.5529984774450645,0.6860246747494435
47,9.036238488557707,37.45719901928607,2.0292631013586284,0.16695349546184826,2.279141491260847,5.418067903639621,10.259434277577906,37.84816887051919,14.90673412536129,87.36407936741804,10.936192185263321,7.997058176812958,30.91805167611722,71.32719145857189,25.336721490531865,7.912971148440728,17.64205169525054,23.637388112626855,38.6063074630444,14.042492924270634,5.550013310211242,0.834340344077936,34.19895974516727,18.82383206190884,8.624197525313427,12.55483096417712,1.4455891976382702,19.69419873872821,17.75706023056328,11.273376955101263,13.756172538955617,3.700311596422026,5.420390804925845,3.3177577259352518,3.9380554851750746,2.716708158842129,0.0900829690381224,9.314564755439267,0.07772641576983727,40.00229472867795,0.8274654218133326,1.8039137897642818,0.6353201438335653,0.17133443339917157,3.1052738763020624,5.314768950694415,2.66759019705576,0.40274516112962777,3.7101821441069602,1.640717431248575,0.04067916749291523,0.008020824975573757,2.7250346617186882,0.7044006014890503,1.0600506349316272,2.0495168641374466,4.783144178821693,3.3531996398020314,6.511177451433358,0.12215362564747716,1.161792722213481,7.9768164873110985,5.555278014143036,0.24814424472797095,1.4294883487996994,0.4516587481318966,0.9339101899374854,0.7237350322467908,1.808009716177886,1.524262361256173,4.698844778292009,0.7146449127540033
49,8.771584241412862,34.67615605046055,1.6420089951005044,0.15041386660117873,2.235519785554916,4.6602829223893245,7.5489262799482955,31.311140263314105,15.624641516704397,72.64839061686217,9.62366160557888,8.774744231557612,26.90192859069575,63.51372341980423,22.6447591424152,8.93137800090947,16.387658128158193,22.56506129640127,35.04838431736601,11.022859564846076,5.692034249371743,1.0477962041825564,33.87861381365109,18.775434671679683,9.828617488232755,14.334833052089554,1.9911075159228975,18.179210078701974,18.65411838258131,11.413068019837736,12.864179999559186,3.002952545089832,4.790576644872973,2.8946086194901306,3.843993392776864,2.1322497323984715,0.11784241913173885,8.884977442318315,0.08674474404347671,35.90393867247484,0.8320314347963506,1.4589784924270857,0.5682887424458112,0.19675838175214821,3.0124202418665136,4.135573247710281,2.4702967166247753,0.3349655163414845,3.191131924008846,1.4540995437636752,0.041266106431084096,0.005315276749553306,2.636835690094484,0.6112540049374726,0.9749707545665753,1.727767284659375,4.14776325014465,2.6737528007909117,6.8125045996774345,0.1160805897783296,0.9041279221386284,7.786196715573981,3.6972565147128997,0.19902649650502346,1.1476118346992183,0.3450035019318248,0.7867036533020578,0.5585786030482337,1.4523051706271017,1.2073817010081553,4.241161494911182,0.5347757831327625
51,9.40097079954022,38.36070503235581,1.852118344044074,0.14251173242311052,1.8371249588467735,4.62854796711407,9.213470019218958,37.46825090450473,13.922446616289472,83.35464201203746,11.19177569354784,7.262268779119837,27.465519410794542,67.38568011223313,25.93011055896616,8.002055527487611,16.552346769654818,18.761223222920457,32.956970580823544,11.660207324545624,4.4735604241848455,0.8551535914120857,31.366400819698722,19.148992564229413,8.844989467483206,16.11081895196106,1.2874963028701867,18.671297767469813,18.773928088965075,9.840147624738902,12.03748195616037,3.3739004960607613,5.266937739527505,3.1266289879969578,3.678484474482698,2.7666196720362506,0.1666734271801586,9.119576267379967,0.07264998251694046,43.96926472015896,0.7441908037776567,1.6211091727115272,0.5777945495214691,0.1575112193091057,2.903095655024871,4.964734658184619,2.4906093520918744,0.341606068196667,3.3507864189086383,1.435479549358244,0.03684536741336053,0.007283364276201339,2.383968912610893,0.671834035361364,1.0297549821232803,1.8236381374036117,4.295574141704284,3.0328576212731333,6.132514758255047,0.12103423771882428,1.010508622664728,7.095959748793769,6.667860832760956,0.21822037656200827,1.3874153204539557,0.4317723208342402,0.8877826602111437,0.6846459898815658,1.6464856311397726,1.492739548117614,4.295636758548439,0.6730821521919854
53,8.930056781326115,43.21752692207758,1.6800333012539717,0.14355475482109595,1.4480250001763926,2.872444134963686,7.802549918125798,54.28300599424734,8.593543635200334,93.48552611691922,12.734320189062112,3.3138583759498212,16.18456599515652,59.386125391940986,34.039838055467705,12.365951560784291,13.527901102220413,17.166779729313845,34.318935174204775,9.938719479111139,4.949461959697662,0.826687775209916,31.413221257368352,20.901413010068794,7.581250212379096,9.716222445737664,0.7278156480432811,21.96400605556737,14.282278583354396,7.28317426317651,10.471559594497606,4.445095250782468,5.343545197650092,3.9252813786475396,4.291591580784267,2.701481510833479,0.08831401140438834,7.990150168795679,0.10401728124486619,76.1644020311308,0.6958431725611381,1.637365966493862,1.0068375162728922,0.27539268090882973,2.5882088928930997,6.5162215350513,3.294232788815554,0.18857663341944667,2.331102359688292,0.9822959577640458,0.0046427228604056445,0.011107691612223136,2.586906841430986,0.9143003380936927,1.4845713545958512,1.7078369751124474,2.815979779023477,3.2356165622846413,5.759301116757822,0.13364211174337504,0.9110960502227599,7.372714790303941,5.894120644491671,0.15682690961831833,1.8100112299888786,0.8575724171089064,0.9064249992329,0.5585165377579768,1.3730586730260446,1.5793222553242812,3.2101182523593708,0.8033577734058315
55,8.574559407688502,42.3793234479502,1.5381939931442834,0.1614779935428291,1.3817632424790414,2.6968223880489535,6.73514282058038,50.371694463525266,7.98126486022243,72.23810873965647,10.491076718181487,3.1377183400297493,15.206486842262393,45.91838883481773,24.498913727629397,13.366279020283148,11.322416267384751,16.946229785332168,27.54933735099462,8.441122599215932,5.568240710753645,0.6906273906871175,29.070133108936158,19.011876706330938,8.15618698238263,7.80956152334413,0.7493563247617925,20.708083894106494,14.84088923920198,7.018297383318348,9.878978980327545,4.149654027930001,5.035091965661878,3.7524047585873577,4.2161860638801185,2.860033461277871,0.04845025706913881,8.10930119240842,0.11076536802509777,84.18026479832211,0.7065632801743285,1.3993183056364444,0.9817081673815937,0.2515673911498094,2.608684767426747,5.707504731515339,3.3585546750085,0.16823032603764326,2.0433537099240104,0.8048233895642246,0.003010045055194359,0.012483434948198499,2.4090097423249293,0.8717403620592457,1.4129652218518263,1.5182246058872624,2.2202775487570388,2.0188869137692094,5.33715308421618,0.13646062375832005,0.7370180101813181,6.461908997269923,4.738456338794519,0.15124194295310484,1.3722204415404171,0.778642321347688,0.650053344673124,0.4791946499229995,1.1905145304020952,1.3363755924769187,2.853921010680454,0.7303980640312427
57,10.350810955409898,45.012207657948245,1.5018979567540398,0.24604998768062428,1.5858759234900723,2.8403775852869426,7.94783682315576,54.93918663652542,8.627800393959468,93.15458148418332,12.264376436226925,3.104028864226389,15.169523678646057,55.117908963445764,34.6289279212232,14.422703114703454,13.133562755094193,17.35520687420643,33.34555774978327,9.705035663685944,5.262001743578643,0.9308749083338216,32.79313228180574,21.841641757631972,7.746655892844395,9.866030617297698,0.7650339426811703,23.308472532510276,14.212761962683697,7.476459592447231,11.007220526206527,4.4856021737326515,5.619453231895706,3.9559513687590546,4.399464898911188,2.366544917694049,0.09589978021548139,7.91041866687709,0.11782224062503803,89.19770179925021,0.6912678333956592,1.726465448221345,1.2056470887018738,0.2716018548969963,2.4823891445675605,6.9236236738273575,3.497605507183795,0.2006129474950961,2.1340917884539934,0.9129629907408304,0.004302624757050736,0.010205157374003883,2.636629866783482,0.9012510058783668,1.6274131063037742,1.6530382927554652,2.675051718949744,3.283883077423918,5.994846824181642,0.1533880945460437,0.8886796459221507,6.865466424509864,6.401810611589111,0.15159921683835034,1.808066272175615,0.9551777907523477,0.8554274734420436,0.46504246746703604,1.2719933732568482,1.5363114610610435,3.029599924566442,0.8350820027656856
59,10.044584330209936,44.168095282111736,1.3609525285095374,0.2580527189233256,1.5146326071886056,2.8264624778476,7.310141628834544,50.15826359598369,8.363753316174398,73.22123018090036,9.860003799389775,3.0283918679501567,14.527543232144454,42.09902652088285,23.037621975015078,15.273848634236042,11.173872523588248,17.5845485274275,26.704390120791786,8.461304110311392,5.948868655246803,0.7849656770515442,30.258439006938733,19.59918046590516,8.312327993062974,8.157504774407732,0.7940210011452332,21.991089249906857,15.082493625280302,7.249669479118402,10.472863612218603,4.136343580185454,5.292050807280607,3.782896240043987,4.318329605833605,2.4506831399800744,0.05947981238466109,8.015188027967168,0.12540832327148768,95.25688312842156,0.7109336512765119,1.5060221155009577,1.1644998260222788,0.25777485737113764,2.4953087366653914,6.076405511366349,3.5545877195437092,0.1812988599589021,1.8911391863381468,0.7710280752479116,0.0034499392789327206,0.011425530393788649,2.4745291757030894,0.8603984763677462,1.5235236130418777,1.5263021533315118,2.1564203435221567,2.160162142028691,5.610906960682256,0.16064602683055326,0.7703186148834098,6.025950608576975,5.183573975938041,0.15222244751127353,1.4174119624227446,0.8824750497502956,0.6247708556288332,0.40184988366528646,1.1205445892941601,1.3165830126328786,2.7153995295023194,0.7842013329618372
61,9.922491734064758,45.30279343081741,1.7708400538297075,0.15368914233174347,1.6325797973723222,3.812978886174204,10.059288038881729,50.54051641632712,12.047506847851633,111.74972437974098,13.95162954686259,4.52953889492596,19.4897290124124,72.43963273552512,34.97545516975279,11.037444734339694,15.065388959691958,19.54921074904326,39.57924064428713,11.474478103626229,4.722901160558102,0.9797342723613597,32.68476246472135,21.440636032884292,7.443390460998458,13.501896191306093,0.885194501136333,21.701160540339085,15.325605108043558,8.093941224712239,11.928425386900583,4.441834074123374,5.576777956889405,3.8571592805170822,4.206448854788098,2.579819548622704,0.20358674052789483,8.022804749539457,0.11147337938654188,64.81385814406875,0.7338001427484702,1.9462264469097186,0.9444857981867623,0.30420379868235975,2.590135184490831,6.856466748567701,3.1857673864651175,0.22486384526774966,2.6253555838830587,1.21102350405934,0.01090708787169795,0.01253919433929809,2.8272216615163464,0.9056507192626683,1.514682256538517,2.044394470988626,3.907002424506083,4.605243296613031,6.446651074985619,0.17203153700610602,1.2417867266962133,8.273604240856905,7.2951556503167865,0.17404042738351508,2.295558792095969,0.9633997119920932,1.2068619863422818,0.6394099495218398,1.6658911807511854,1.810823729318486,3.6825461577594405,0.8921534706775935
63,8.331176016756665,41.05137764521592,1.7884468993474503,0.1280671716506719,1.2176335132947549,3.24746830526332,8.286621122067539,49.453052529266365,9.128304536658572,88.95176510550105,10.846585416047136,3.4377064957236914,16.852636252598653,50.58102438328936,25.299666729484745,11.210939811415876,11.589584346413782,16.893363710283147,29.230572811060917,9.179198866660489,5.073102629748862,0.6753490987562133,26.22592731916613,18.640826696095015,7.538973109337503,9.403419783268294,0.6594978730974855,19.94587414315703,14.632147969423913,6.865963885520474,9.482144753610791,4.323079714592579,5.064295207162255,3.6079965303996264,3.9622308078793362,2.5673499252453937,0.0673976878795088,7.831399087057684,0.12321209759729715,64.00846583712604,0.7800247943326324,1.4194254936715798,0.7897855876548011,0.3081340703139303,2.47359783384138,5.833208588996036,3.010763379753782,0.16483963616372765,2.398584395412594,0.9716634984985694,0.00812342724510527,0.013207214707028542,2.325949407088337,0.9675176555842816,1.3444971962959427,1.8601333889940919,2.613707438411,2.6559546447185975,5.254194806657461,0.13281086889606683,0.9991160698951795,7.013109761754697,4.505203354626931,0.16898016907401076,1.6278016212090738,0.7352953054429903,0.8487184359502183,0.6470211773470685,1.3903271763397798,1.5059142827070142,3.036592598246016,0.8239441758138368
65,10.924336682440368,45.25092106664308,1.5356129052785314,0.17213529329913535,2.1946274226735127,4.813433367487359,11.859433270803748,51.39052220793545,12.002320334449074,115.0768180901338,14.242827818031467,5.458994509288683,23.881398102849847,78.5804355870769,30.819241584532147,12.485773631414697,19.29137591010729,23.92783149177996,45.791605289714646,14.227358314285832,6.734532746720993,1.1930058124568759,39.4106434357895,21.959338773552584,7.8021746538357295,12.824326322085595,1.2099760478801744,24.13864448411759,17.18542169877419,9.087090474930807,14.30040225391437,4.463083884740757,6.0147538513971455,4.377380775033744,4.8707697734847715,1.8475673728741597,0.15789485226481734,7.770814163270553,0.07335725293363358,65.31701940127199,0.720681882546788,2.2996679670353455,1.1587230331635787,0.3439239412843966,2.9382248614609225,7.083462825649383,3.847573418358368,0.2735288422506756,2.7534293495664044,1.5161805741403391,0.009173298672652331,0.010915161227317925,3.2784094430377104,0.8467636170958678,1.4181727538859252,2.1907993806317867,3.910717699198437,5.174530969067579,7.45248509279854,0.20992832366788353,1.393138476048406,8.647646547715501,7.941504773267978,0.17691802466653708,2.7237145511931877,1.2681794008078366,1.2654538228633918,0.5806636218547468,1.7565579297252125,2.04526331849392,4.146125875470015,1.0360065232633797
67,10.737241814326545,45.33444682963996,1.4573201975883048,0.26379715474762816,1.6422258546669535,3.208188159431152,8.47497197383205,50.48298327518965,9.35682160555616,88.05215801313621,11.177196623526752,3.5224988249241056,16.911214491103905,52.162589584542715,27.02170464405895,14.630860461592931,12.894422297777542,19.47283255512536,32.79376178709532,9.858803930946106,6.037386850320928,0.9025310883786962,32.56984157418924,20.76817277413655,8.23002624831505,9.801456399647108,0.8917523411051697,22.75068093066009,15.197841568802323,7.924595776205501,11.598931121228876,4.391982380008596,5.6819599716578955,3.932998975105956,4.47098298260409,2.411985188796429,0.09686847602740659,8.059408086169185,0.11670018694038137,87.13029043508189,0.735305642567832,1.7575774511294675,1.1840580939095917,0.29717070359135955,2.562015692303338,6.594690338213899,3.5827371825544456,0.21494559263629984,2.1597903809426047,0.9866278801992981,0.004310843369163413,0.012028998674663711,2.694049477017597,0.8844165359169496,1.5695212581244335,1.7449353569245938,2.749342753349485,3.151645520936122,6.230574066109368,0.17201725628362458,0.976317992188122,6.880991540634797,6.266446651886994,0.16642455049840457,1.8386789540316753,1.009930382700643,0.8424678721489024,0.47058781802152355,1.3511782279664992,1.5192607714531092,3.0811409625362507,0.8824002894532799
69,7.210762848991995,36.605078838826955,1.6024269405160132,0.1552044710642068,2.1740557268281653,4.349012428245281,9.234241402585413,36.379885763620734,16.341641427042546,92.15732464048878,11.963426687702446,6.977774120479843,21.399587784837166,81.23577133268809,20.147368709004134,7.036815486532241,15.322751409764876,21.11383091698921,34.64744116973971,12.207345452836268,4.583504241612202,0.8262415962799643,27.982272000162588,16.369973823271792,7.033581819022495,13.264006342787777,1.309253074679253,17.022014643237412,16.933726696400154,7.535621805891264,10.643064750900031,2.604115866270607,4.644055791064741,3.35758966734328,3.5877578299628157,2.8121708595969093,0.2023799375811694,8.430337520184105,0.06223947805097701,42.29231104966053,0.6921638196902676,1.8888708650881756,0.5751039874130769,0.19889081928994265,2.9569473739445598,5.095011616813425,2.9123907494982073,0.24290689569980725,2.9055605238808218,1.1915685634169013,0.033156728896499635,0.007401479454093867,2.425189618927835,0.6380029978696515,1.1903968616992682,1.8244299896374763,4.782156568647565,4.450183213995453,5.863793740749969,0.21504662340524813,1.0814871314880115,7.211484112259307,5.622641944715037,0.16795842518060097,2.0651774660077935,0.6794408404172224,1.2248144201918696,0.5955538402653061,1.8120340955164012,1.7615616963840306,4.445093820067114,0.6671015078015904
71,12.204403911673843,49.545849130649394,1.6295637209464142,0.174125843408048,2.0658664222185092,5.1812727954520605,12.8770399322409,51.05618155090089,13.71944355683772,123.23372993525814,18.35206477575234,5.386196849762063,23.2141854104131,86.35604865495307,45.314434971039674,11.24369918561503,20.10494030957333,22.64619928121078,45.160933324115916,14.462158711115435,5.1024344759617595,1.0507198216316382,40.48491737116196,23.499736277168196,7.080569313999819,17.11733727953827,1.187170795982059,23.73505756616069,18.816020601000528,9.55676049548095,14.431534644363634,4.787838337093185,5.855036781875595,4.385282975976042,5.051217766903643,2.9494058190800088,0.2720928724429192,9.14935646030815,0.0735723754888837,70.99594180850309,0.6520938479255738,2.6168164389352304,1.1356271479950764,0.18831026931123188,3.006419896715051,7.800514316078928,3.6951957558440203,0.25563831001832543,2.927399900640055,1.531993527730259,0.010834722211426178,0.007112369422746003,3.5020577104434656,0.7131183142092923,1.360301449222305,2.136741503391538,5.004266988491041,6.890181113439167,7.287920259834211,0.22472606484210378,1.3022680587706448,9.144085842169046,9.113802324603155,0.20200128609197274,3.0566917717227753,1.1251959578252244,1.6194032295506884,0.5453053475545131,1.901629010345924,2.2797961421892423,4.194724125927223,1.1117020733378775
73,10.734882495747378,47.648142666620664,1.676736734682546,0.15358656998565146,2.1783653054600776,4.866723875153467,11.004379746544295,40.81943533810975,16.763798330355648,108.30681684738434,15.744353488844768,6.887842111635476,24.986901696718512,78.37587949064955,39.04533463219648,9.769968798459864,16.87849502756931,22.26246044453421,39.12735057678737,12.022413578656542,4.676055177592482,1.0890370043876938,35.49744893846587,21.681457326044843,8.24246144675771,17.75763775833881,1.4870426248305717,19.50693122928701,18.449122803897964,9.474049027433072,14.010224018494,4.131653377602495,5.50351240467403,3.874375457258848,4.303272408424158,2.9679558183054073,0.3241722462930358,8.950368652812992,0.07762038850813112,57.9981629654087,0.7415965995235132,2.2903000069834136,0.8932087480535853,0.22027806315048376,2.968304154489284,6.57920998347143,3.3429346966948317,0.28560132111748154,2.844537220023713,1.425786881143061,0.020100137226312015,0.012312978612057995,3.1427170804585822,0.6986286343934438,1.3716361150142573,1.989425484761619,5.081653271251467,5.78769539832684,7.180154488975556,0.25312555432006123,1.298215774411224,8.397081655758832,7.728552554879328,0.18204756016342025,2.5002623380091142,0.9603458675855887,1.4070556878316272,0.5905328574489953,1.8783742871020501,2.0108512182156733,4.368842362057893,0.928250886229874
75,9.493640632232225,48.71803608723907,1.7205959177771692,0.132348279397887,2.080481041985117,4.730406546950969,12.430693659181692,46.57039322874237,14.176992917945366,114.95565880030124,16.997982487809974,5.506639057715514,22.55160107357445,95.19549063307929,31.259334101000203,9.530667416104594,20.885644039492124,22.917313480616894,42.38718505002817,15.89452897302085,5.048344380628658,0.9706425107868396,38.537096786048295,21.24012882280172,7.017563924072989,15.601877640267029,1.175454325847647,23.29764195100479,19.765436595714796,8.988543579833948,13.471813874613241,4.315296533046101,5.260748142501931,4.325871602582053,4.7970462291311575,2.9891740084941305,0.20947079024149867,9.212233985104545,0.08501474896923736,69.3324431098079,0.6582384638862729,2.4176710401238632,1.0290182294101076,0.1933461714680569,3.355128173221451,7.220529376330172,3.6510743015109535,0.25408537464477293,3.0114369643337557,1.4907991920775996,0.01796060128809798,0.009305528011855826,3.4305478077022404,0.6579322536789513,1.363278635052469,1.991571809766923,5.615679435894618,6.342947247699177,6.974022170285241,0.24409571376563927,1.2430494642402912,8.393613525582648,5.588246700639581,0.2188709757304595,2.8179835412056455,1.0524386396421423,1.572150980325969,0.6280859175008761,1.9557483480396265,2.2291500083246634,4.538275505726256,1.0401343923574755
77,8.451837162910675,39.83148891396667,1.5729962946640506,0.1565684231314866,2.4585911969017515,4.99494841984469,9.639106079094422,33.00655030617557,19.34940110294489,92.38814782671149,12.064630523103192,8.4625625289139,25.774284043322986,74.75418905893736,22.22054734577429,8.214304997291832,15.04408961341996,22.69707456975955,34.973968908754166,11.02171915019237,4.888282990646603,1.057572113252981,30.6521344096377,17.69184094211299,8.493152407543388,16.488258391140334,1.732959605454197,15.920635019920281,18.37416049278502,9.208791206137663,13.162907166265112,2.88019047411821,5.11178488778867,3.2753008635618497,3.749711805002921,2.5766323246853355,0.31829265665707757,8.55001624248344,0.0615584931828436,41.05367706190409,0.7717396396447128,2.0171018418328805,0.6348479057642283,0.22443264338842792,2.942175262520896,5.012130054886764,3.2456647606160183,0.2738886497757798,2.792893420144125,1.3136339111112145,0.030940368412867476,0.010429984006276939,2.8403001809048343,0.6515332209172099,1.2926734486592966,1.9739826577859085,4.951667220706867,4.654954867472785,6.927855500608896,0.26664600928232157,1.2672606018714243,7.885695082057364,8.343644059468177,0.1773914820014756,2.1786052023521822,0.77387667669271,1.2072232216429195,0.5916889043844098,1.8829194644341352,1.7270453248316109,4.58554314125864,0.7222026306076256
79,8.802976970678474,42.603677890771934,1.685937910811132,0.1430099920615553,2.262909159360408,5.065586422373746,11.544962311892816,39.36426390382113,16.369684421486483,104.710570649964,14.462202978964593,6.861117890387682,24.368277135316127,82.19565539793308,24.596499332200054,8.549225132907146,16.778187738424293,22.38222445577205,38.5354264136327,13.3851476074802,4.836241281123596,0.9428271941788079,32.76938809849215,18.834337909500316,7.216937984741255,14.987231459437035,1.3729969303535283,18.742338788439906,17.972984125482462,8.35206461413027,12.992595577196173,3.4319822007362784,5.102741800591915,3.70774782645778,4.106004007333931,2.527092699703882,0.28825357247904126,8.38620496911884,0.07097412357750145,49.78429285958384,0.7168944955098819,2.2330091378581316,0.7154697191584364,0.22927246280093896,2.9778892277487956,5.961523320322222,3.3415763859267833,0.27061137795872947,2.8288803563409592,1.3783315856948783,0.027662020976855824,0.012145629390536714,2.8520156803866006,0.6570590388977452,1.365395835165379,1.9719969520288025,5.1829719989839775,5.611184719347749,6.6355502876794645,0.2728876419250577,1.2015668115294105,8.082991005166326,7.730454727210613,0.1908291887474639,2.512614687393424,0.9289297104746285,1.368473842142537,0.6381189387686759,1.9036358227426706,2.0185370539051,4.6277612795550285,0.8704345987165959
81,7.716025845030927,44.77376330752464,1.9249012235821306,0.14678241004980902,2.2586510026169377,4.497184978541942,11.691965576437072,45.357532635191255,14.196018125454264,109.71727821144665,16.59849810765156,5.721799921349097,19.660678539905692,100.07091956467242,23.821943585360547,7.499390555960868,19.174170112989156,22.227115007986747,41.25423212625403,16.684103445054824,4.8545533036812225,0.8208267687057863,33.316068207203344,19.31869234108874,6.813955723476514,13.211510255769266,1.0633575421189572,22.339811046476587,19.10386160268171,8.038898265478608,11.946436889351881,3.9655858380981304,4.784605888361435,4.218377780698089,4.139025057247788,3.113346535624845,0.21171531019040046,9.189267866299236,0.07084959983259277,60.59233489576934,0.6898631517428723,2.1968833310858074,0.7694658958276721,0.21477628577007365,3.4381343213083464,6.98327718887196,3.389661543959088,0.21307296440555126,2.9204821243528367,1.3871644367582223,0.029749926136928305,0.006859484785606475,2.8465108602720957,0.6551214798314575,1.4986460745843897,1.8502623101726512,5.690568772048404,6.074464799073047,6.197742265004361,0.2459277753465635,1.0851420066100053,7.533549797870741,5.270806359917451,0.22249862992504657,2.6880077639158193,0.8996555182655706,1.6326178629813684,0.688593338837265,2.025009091850838,2.271450793867259,4.813467425753912,0.9407913053923451
83,8.26194992974525,44.31136043950523,1.8292450883413813,0.14258623639784626,2.3204545188806645,4.9162058148324865,11.999211469526328,42.61315773818146,16.23170371815099,108.86356249407801,14.831871322653326,6.359429308031987,22.99925380356349,94.64674286008751,21.723372397905763,8.080246680426992,18.456492683336364,23.174181247121265,38.84743492846088,15.007272032672757,5.163053489567254,0.877069417905964,33.470217858037536,18.324638858964683,7.062508891766102,14.1900967527934,1.2549246506082206,20.638047701103424,19.37044615025611,8.195661594496089,12.560950592883504,3.5108381185224737,5.201119456116184,4.052720561160563,4.269628195456544,3.0717977055829144,0.22446778871212003,9.218528445886529,0.05902853575164425,55.7366687884967,0.7152958188468892,2.3116745365723292,0.7772313829216939,0.22832507019551987,3.3277382394419024,6.4058626524094615,3.4569440563833984,0.25823936104850365,3.0801875309085456,1.4689670593101083,0.022049643185746967,0.010414527917079428,2.961866126684259,0.6835562735036832,1.3506176126452407,2.0582159880873636,5.599189065338215,5.677150793093397,6.633685854387795,0.2624809566189675,1.260208797825208,7.990882836741876,5.1433456273137645,0.22172068114010055,2.748787072559183,0.9844815999605487,1.5527123617166692,0.6547192296922053,2.0268466504081513,2.1957928972858514,4.85020971018875,0.9185888523641973
