phenotype,outcome,feature,pearson_r,spin_p,spin_q_bh,n_valid_spins
meg,delta,Astro_1,-0.046896864351999475,0.7772227772227772,0.8578480343186226,1000
meg,delta,Astro_2,-0.38233714729061585,0.25274725274725274,0.5294705294705294,1000
meg,delta,Chandelier_1,0.731305703860116,0.000999000999000999,0.07192807192807193,1000
meg,delta,Endo_1,0.26766365867584313,0.24275724275724275,0.5294705294705294,1000
meg,delta,L2/3 IT_1,-0.3757536891824751,0.36363636363636365,0.5951695363460069,1000
meg,delta,L2/3 IT_2,-0.15568974714788614,0.6823176823176823,0.8053585758503792,1000
meg,delta,L2/3 IT_3,-0.5211762851492707,0.23976023976023977,0.5294705294705294,1000
meg,delta,L2/3 IT_4,-0.5555792311890562,0.0939060939060939,0.3596403596403596,1000
meg,delta,L2/3 IT_5,-0.10851324950229707,0.8011988011988012,0.8578480343186226,1000
meg,delta,L2/3 IT_6,-0.5575868166912239,0.16483516483516483,0.46629232836129386,1000
meg,delta,L2/3 IT_7,-0.5383985237457096,0.3016983016983017,0.5870885870885871,1000
meg,delta,L2/3 IT_8,0.06415092755185406,0.8741258741258742,0.8864375061558161,1000
meg,delta,L4 IT_1,0.4115471851900753,0.1878121878121878,0.46629232836129386,1000
meg,delta,L4 IT_2,-0.4883856544940628,0.3866133866133866,0.5951695363460069,1000
meg,delta,L4 IT_3,-0.35537878254643457,0.19480519480519481,0.4675324675324675,1000
meg,delta,L5 ET_1,-0.491036222776055,0.2647352647352647,0.5294705294705294,1000
meg,delta,L5 IT_1,-0.5896243541355212,0.0999000999000999,0.3596403596403596,1000
meg,delta,L5 IT_2,-0.292756412524736,0.4175824175824176,0.5951695363460069,1000
meg,delta,L5 IT_3,-0.5509138017462623,0.21878121878121878,0.5081370242660564,1000
meg,delta,L5 IT_4,-0.4483568091478084,0.4115884115884116,0.5951695363460069,1000
meg,delta,L5 IT_5,-0.2370201800968725,0.5834165834165834,0.7156233596911563,1000
meg,delta,L5/6 NP_1,-0.4330422468175087,0.16883116883116883,0.46629232836129386,1000
meg,delta,L5/6 NP_2,-0.5902575168389629,0.07492507492507493,0.3596403596403596,1000
meg,delta,L6 CT_1,-0.44571111875939384,0.13186813186813187,0.39560439560439564,1000
meg,delta,L6 CT_2,0.1631782852063416,0.6653346653346653,0.7984015984015984,1000
meg,delta,L6 IT Car3_1,-0.264707624179757,0.44555444555444557,0.6052815109418883,1000
meg,delta,L6 IT_1,-0.18590271182305204,0.5584415584415584,0.7156233596911563,1000
meg,delta,L6 IT_2,-0.606498977821061,0.07292707292707293,0.3596403596403596,1000
meg,delta,L6 IT_3,-0.3243798340342511,0.36863136863136864,0.5951695363460069,1000
meg,delta,L6b_1,-0.14555787453693916,0.5794205794205795,0.7156233596911563,1000
meg,delta,L6b_2,-0.4670192949317879,0.18281718281718282,0.46629232836129386,1000
meg,delta,L6b_3,-0.07254215456913349,0.8381618381618382,0.8744398458684173,1000
meg,delta,Lamp5_1,-0.09458554283100641,0.7782217782217782,0.8578480343186226,1000
meg,delta,Lamp5_2,-0.634589993623161,0.09090909090909091,0.3596403596403596,1000
meg,delta,Lamp5_Lhx6_1,-0.6704565836672869,0.03696303696303696,0.3596403596403596,1000
meg,delta,Micro-PVM_1,0.6016651694338362,0.054945054945054944,0.3596403596403596,1000
meg,delta,Micro-PVM_2,-0.16561805914423935,0.7462537462537463,0.8578480343186226,1000
meg,delta,OPC_1,0.462085944077356,0.06893106893106893,0.3596403596403596,1000
meg,delta,Oligo_1,0.2692624628937733,0.34465534465534464,0.5951695363460069,1000
meg,delta,Oligo_2,-0.6480046653885869,0.04295704295704296,0.3596403596403596,1000
meg,delta,Pax6_1,0.6061124217410966,0.11388611388611389,0.3690222820657604,1000
meg,delta,Pax6_2,-0.40891958528630684,0.3196803196803197,0.5951695363460069,1000
meg,delta,Pvalb_1,-0.654287905549358,0.027972027972027972,0.3356643356643357,1000
meg,delta,Pvalb_2,0.0270639766861133,0.951048951048951,0.951048951048951,1000
meg,delta,Pvalb_3,-0.34745062681664124,0.3906093906093906,0.5951695363460069,1000
meg,delta,Pvalb_4,-0.46384647290780084,0.2597402597402597,0.5294705294705294,1000
meg,delta,Pvalb_5,-0.7303027287608571,0.025974025974025976,0.3356643356643357,1000
meg,delta,Sncg_1,0.5282251347392584,0.11788211788211789,0.3690222820657604,1000
meg,delta,Sncg_2,0.4872343123684312,0.08191808191808192,0.3596403596403596,1000
meg,delta,Sncg_3,-0.24631594808419377,0.4075924075924076,0.5951695363460069,1000
meg,delta,Sncg_4,0.5427688028007224,0.1048951048951049,0.3596403596403596,1000
meg,delta,Sst Chodl_1,0.3418182266373025,0.42157842157842157,0.5951695363460069,1000
meg,delta,Sst_1,-0.5977471133796899,0.059940059940059943,0.3596403596403596,1000
meg,delta,Sst_10,-0.1136083055684506,0.7972027972027972,0.8578480343186226,1000
meg,delta,Sst_2,0.1176287715239325,0.5334665334665335,0.6983561892652803,1000
meg,delta,Sst_3,0.14583511816466152,0.3926073926073926,0.5951695363460069,1000
meg,delta,Sst_4,0.13502980993604619,0.8101898101898102,0.8578480343186226,1000
meg,delta,Sst_5,-0.5162561311378382,0.36363636363636365,0.5951695363460069,1000
meg,delta,Sst_6,-0.5415075138244911,0.057942057942057944,0.3596403596403596,1000
meg,delta,Sst_7,-0.3279078084030839,0.4875124875124875,0.65001665001665,1000
meg,delta,Sst_8,-0.29966868821346393,0.08891108891108891,0.3596403596403596,1000
meg,delta,Sst_9,-0.528691201888092,0.1048951048951049,0.3596403596403596,1000
meg,delta,VLMC_1,0.05874957509257132,0.7882117882117882,0.8578480343186226,1000
meg,delta,Vip_1,0.45720734083181175,0.026973026973026972,0.3356643356643357,1000
meg,delta,Vip_2,-0.37081817187104765,0.4095904095904096,0.5951695363460069,1000
meg,delta,Vip_3,-0.7756640729965152,0.012987012987012988,0.3356643356643357,1000
meg,delta,Vip_4,-0.10140003154534032,0.8501498501498501,0.8744398458684173,1000
meg,delta,Vip_5,0.5895505042916503,0.02097902097902098,0.3356643356643357,1000
meg,delta,Vip_6,0.26802372941519503,0.4385614385614386,0.6052815109418883,1000
meg,delta,Vip_7,-0.45964493321451405,0.4165834165834166,0.5951695363460069,1000
meg,delta,Vip_8,-0.2924346940508458,0.5864135864135864,0.7156233596911563,1000
meg,delta,Vip_9,-0.389718665641313,0.17882117882117882,0.46629232836129386,1000
meg,theta,Astro_1,0.06818540319069881,0.7012987012987013,0.7536344252762163,1000
meg,theta,Astro_2,-0.1665503666579637,0.6203796203796204,0.7137477906708677,1000
meg,theta,Chandelier_1,0.42571241808399324,0.2707292707292707,0.4060939060939061,1000
meg,theta,Endo_1,0.10771851676069447,0.6443556443556444,0.7137477906708677,1000
meg,theta,L2/3 IT_1,-0.624400190498168,0.023976023976023976,0.1250922990053425,1000
meg,theta,L2/3 IT_2,-0.5137549809131349,0.060939060939060936,0.1567004424147281,1000
meg,theta,L2/3 IT_3,-0.7308155906823258,0.008991008991008992,0.08091908091908093,1000
meg,theta,L2/3 IT_4,-0.48002317969159886,0.14185814185814186,0.24911673692161498,1000
meg,theta,L2/3 IT_5,-0.5207010048219151,0.04595404595404595,0.13786213786213786,1000
meg,theta,L2/3 IT_6,-0.7441892979976039,0.011988011988011988,0.08500590318772137,1000
meg,theta,L2/3 IT_7,-0.7318619406175673,0.027972027972027972,0.1250922990053425,1000
meg,theta,L2/3 IT_8,-0.39358325054933735,0.21678321678321677,0.3336238229855251,1000
meg,theta,L4 IT_1,0.2335384122260664,0.4905094905094905,0.608908333046264,1000
meg,theta,L4 IT_2,-0.8088614329426588,0.000999000999000999,0.04795204795204795,1000
meg,theta,L4 IT_3,-0.491999749749431,0.03896103896103896,0.1250922990053425,1000
meg,theta,L5 ET_1,0.14140103225277798,0.7752247752247752,0.808930200234548,1000
meg,theta,L5 IT_1,-0.737128044867012,0.008991008991008992,0.08091908091908093,1000
meg,theta,L5 IT_2,-0.5145263623366857,0.07892107892107893,0.17437108346199257,1000
meg,theta,L5 IT_3,-0.7625163017225113,0.003996003996003996,0.04795204795204795,1000
meg,theta,L5 IT_4,-0.7578242377482151,0.002997002997002997,0.04795204795204795,1000
meg,theta,L5 IT_5,0.0949216265677903,0.8151848151848152,0.8266662914550239,1000
meg,theta,L5/6 NP_1,-0.5745640335152576,0.03296703296703297,0.1250922990053425,1000
meg,theta,L5/6 NP_2,-0.6405482498006508,0.03396603396603397,0.1250922990053425,1000
meg,theta,L6 CT_1,-0.5356950294228078,0.03596403596403597,0.1250922990053425,1000
meg,theta,L6 CT_2,0.21646120908846989,0.5214785214785215,0.6257742257742257,1000
meg,theta,L6 IT Car3_1,-0.6125933862862457,0.003996003996003996,0.04795204795204795,1000
meg,theta,L6 IT_1,-0.354996881071061,0.2177822177822178,0.3336238229855251,1000
meg,theta,L6 IT_2,-0.6022748422422439,0.059940059940059943,0.1567004424147281,1000
meg,theta,L6 IT_3,-0.5330208292793861,0.052947052947052944,0.1521555367709214,1000
meg,theta,L6b_1,-0.36477550506032513,0.15484515484515485,0.26482608300790117,1000
meg,theta,L6b_2,-0.6116635811270642,0.03596403596403597,0.1250922990053425,1000
meg,theta,L6b_3,0.3048295312728913,0.3196803196803197,0.46973434728536767,1000
meg,theta,Lamp5_1,0.17723062732148437,0.5104895104895105,0.6229702500888942,1000
meg,theta,Lamp5_2,-0.5739125969572779,0.11288711288711288,0.23222491793920363,1000
meg,theta,Lamp5_Lhx6_1,-0.5604650722322276,0.11688311688311688,0.23376623376623376,1000
meg,theta,Micro-PVM_1,0.5611030373563964,0.0969030969030969,0.2052065581477346,1000
meg,theta,Micro-PVM_2,-0.551934023625362,0.06493506493506493,0.161218092252575,1000
meg,theta,OPC_1,0.140990664517873,0.6893106893106893,0.7519752974298429,1000
meg,theta,Oligo_1,0.3834649027553192,0.16183816183816183,0.26482608300790117,1000
meg,theta,Oligo_2,-0.2192018507920508,0.6433566433566433,0.7137477906708677,1000
meg,theta,Pax6_1,0.6842485130689145,0.03996003996003996,0.1250922990053425,1000
