branch,layer,ctype,r_obs,p_value,n_perm_used,p_adjusted,reject_H0,p_value_original,unique_mismatch_extreme_count,n_unique_mismatch
within_layer__clr_false__thickness_relative,l2,Chandelier,-0.1569354889766886,0.6666666666666666,600,0.9509803921568628,False,0.6006655574043261,3,5
within_layer__clr_false__thickness_relative,l2,Endo,-0.0794989323536221,0.6666666666666666,600,0.9509803921568628,False,0.6006655574043261,3,5
within_layer__clr_false__thickness_relative,l2,L2/3 IT,-0.109083248132632,0.5,600,0.9509803921568628,False,0.4009983361064891,2,5
within_layer__clr_false__thickness_relative,l2,Lamp5,0.1763760244389571,0.5,600,0.9509803921568628,False,0.4009983361064891,2,5
within_layer__clr_false__thickness_relative,l2,Lamp5_Lhx6,0.0757008843482668,0.6666666666666666,600,0.9509803921568628,False,0.6006655574043261,3,5
within_layer__clr_false__thickness_relative,l2,Micro-PVM,-0.0085635524074799,0.6666666666666666,600,0.9509803921568628,False,0.6006655574043261,3,5
within_layer__clr_false__thickness_relative,l2,OPC,0.0518495527729972,0.6666666666666666,600,0.9509803921568628,False,0.6006655574043261,3,5
within_layer__clr_false__thickness_relative,l2,Pax6,0.2504588996101754,0.5,600,0.9509803921568628,False,0.4009983361064891,2,5
within_layer__clr_false__thickness_relative,l2,Pvalb,-0.1004824697450413,0.6666666666666666,600,0.9509803921568628,False,0.6006655574043261,3,5
within_layer__clr_false__thickness_relative,l2,Sncg,0.2866736393783921,0.5,600,0.9509803921568628,False,0.4009983361064891,2,5
within_layer__clr_false__thickness_relative,l2,Sst,0.0902331223073878,0.6666666666666666,600,0.9509803921568628,False,0.6006655574043261,3,5
within_layer__clr_false__thickness_relative,l2,Vip,0.1814777755064873,0.5,600,0.9509803921568628,False,0.4009983361064891,2,5
within_layer__clr_false__thickness_relative,l3,Astro,-0.1897208876390344,0.8333333333333334,600,0.9509803921568628,False,0.800332778702163,4,5
within_layer__clr_false__thickness_relative,l3,Chandelier,-0.2106419515717664,0.8333333333333334,600,0.9509803921568628,False,0.800332778702163,4,5
within_layer__clr_false__thickness_relative,l3,Endo,0.1492742458045787,0.3333333333333333,600,0.9509803921568626,False,0.2013311148086522,1,5
within_layer__clr_false__thickness_relative,l3,L2/3 IT,0.3361062983565869,0.3333333333333333,600,0.9509803921568626,False,0.2013311148086522,1,5
within_layer__clr_false__thickness_relative,l3,L4 IT,-0.5508742794117798,1.0,600,1.0,False,1.0,5,5
within_layer__clr_false__thickness_relative,l3,L5 ET,0.083075521710203,0.16666666666666666,600,0.898148148148148,False,0.0016638935108153,0,5
within_layer__clr_false__thickness_relative,l3,L5 IT,-0.1011930595512959,0.8333333333333334,600,0.9509803921568628,False,0.800332778702163,4,5
within_layer__clr_false__thickness_relative,l3,L5/6 NP,0.1788236683318348,0.3333333333333333,600,0.9509803921568626,False,0.2013311148086522,1,5
within_layer__clr_false__thickness_relative,l3,L6 CT,0.1689731464141754,0.3333333333333333,600,0.9509803921568626,False,0.2013311148086522,1,5
within_layer__clr_false__thickness_relative,l3,L6 IT,-0.1207733715961793,0.5,600,0.9509803921568628,False,0.4009983361064891,2,5
within_layer__clr_false__thickness_relative,l3,L6 IT Car3,0.2713480296458235,0.16666666666666666,600,0.898148148148148,False,0.0016638935108153,0,5
within_layer__clr_false__thickness_relative,l3,L6b,0.2995925331338437,0.16666666666666666,600,0.898148148148148,False,0.0016638935108153,0,5
within_layer__clr_false__thickness_relative,l3,Lamp5,0.1006160690104256,0.6666666666666666,600,0.9509803921568628,False,0.6006655574043261,3,5
within_layer__clr_false__thickness_relative,l3,Lamp5_Lhx6,0.2548326012934793,0.3333333333333333,600,0.9509803921568626,False,0.2013311148086522,1,5
within_layer__clr_false__thickness_relative,l3,Micro-PVM,-0.1256316179083458,0.8333333333333334,600,0.9509803921568628,False,0.800332778702163,4,5
within_layer__clr_false__thickness_relative,l3,OPC,-0.2342098535855777,0.8333333333333334,600,0.9509803921568628,False,0.800332778702163,4,5
