layer,Astro,Chandelier,Endo,L2/3 IT,L4 IT,L5 ET,L5 IT,L5/6 NP,L6 CT,L6 IT,L6 IT Car3,L6b,Lamp5,Lamp5_Lhx6,Micro-PVM,OPC,Oligo,Pax6,Pvalb,Sncg,Sst,VLMC,Vip
l1,0.3780391246138052,,0.1991598045447085,,,,,,,,,,0.4594037906744094,,0.174270503767217,0.2242374053081326,,0.3724306340639314,,0.5469549866249758,,0.2046621942992399,
l2,0.2708176729177862,-0.1761522812510931,-0.008058666141827,0.3087750590915011,,,,,,,,,0.3761115291018203,0.2234761330052682,0.0802237555926044,0.2855131496228085,,0.4788374278528046,0.1081830883749432,0.363785163753574,0.1583364517966516,,0.124973325553138
l3,0.3030594375069049,0.2954166690591953,0.112503939366496,0.0005715338348119,-0.5176137598466799,0.4345644644852584,-0.2833544493956872,0.2386249354949491,0.386394061251901,-0.0387675460325241,0.3718321141820967,0.4484833846180586,0.4300292232309055,0.3886937543457334,0.0655390597172428,0.2255701988585142,0.1722590757189472,-0.099379294586917,-0.3407391850333765,0.3587643322520081,0.2468592336166115,,0.2913883889369294
l4,0.8332912105294785,0.7125313789654779,0.7494974812352616,0.8163786953204716,0.6273961789751559,0.8349806542468862,0.643412774903517,0.8414719205421811,,,,,0.870522158211384,0.8572777987512298,0.8293750391524765,0.8662183716248142,0.8571371258485966,0.8889007040146715,0.7593910101045774,0.8357859689510934,0.7185628404510181,,0.8065586345618709
l5,0.3281443642601992,0.5059254199384252,0.1377291356505597,,0.4943873933319477,0.5633589407668047,0.590632831361039,0.5624685165307347,0.6139296518998015,0.4584637485689591,0.0562428489181354,0.4636888515166256,0.3509000302593662,0.5133424815463756,0.3979142772904763,0.4973799542240367,0.3739831506888565,,0.5233746121061135,,0.5268840109301757,,0.4552310660113763
l6,0.5594023704730032,0.7769837295501976,0.4046016730547095,,,-0.486284454243142,0.2691050411290416,0.6087583435763512,0.3962432736500025,0.3902228510319873,0.550629419595746,0.737067175445499,0.6683090948438143,0.8066906590709726,0.481156210123826,0.7710145109030084,0.7455625234670351,,0.722800024523737,,0.6771263488428577,,
